local_datetime,settlementPeriod,quantity
2021-01-02 03:30:00+00:00,8,23438
2021-01-02 04:00:00+00:00,9,23190
2021-01-02 04:30:00+00:00,10,23276
2021-01-02 05:00:00+00:00,11,23381
2021-01-02 05:30:00+00:00,12,23577
2021-01-02 06:00:00+00:00,13,24253
2021-01-02 06:30:00+00:00,14,24860
2021-01-02 07:00:00+00:00,15,25854
2021-01-02 07:30:00+00:00,16,26615
2021-01-02 08:00:00+00:00,17,28068
2021-01-02 08:30:00+00:00,18,29247
2021-01-02 09:00:00+00:00,19,30908
2021-01-02 09:30:00+00:00,20,32381
2021-01-02 10:00:00+00:00,21,34086
2021-01-02 10:30:00+00:00,22,35271
2021-01-02 11:00:00+00:00,23,35776
2021-01-02 11:30:00+00:00,24,35933
2021-01-02 12:00:00+00:00,25,35907
2021-01-02 12:30:00+00:00,26,35692
2021-01-02 13:00:00+00:00,27,35571
2021-01-02 13:30:00+00:00,28,35433
2021-01-02 14:00:00+00:00,29,35511
2021-01-02 14:30:00+00:00,30,35750
2021-01-02 15:00:00+00:00,31,36124
2021-01-02 15:30:00+00:00,32,36326
2021-01-02 16:00:00+00:00,33,37345
2021-01-02 16:30:00+00:00,34,37855
2021-01-02 17:00:00+00:00,35,38178
2021-01-02 17:30:00+00:00,36,38037
2021-01-02 18:00:00+00:00,37,37800
2021-01-02 18:30:00+00:00,38,37707
2021-01-02 19:00:00+00:00,39,37137
2021-01-02 19:30:00+00:00,40,36549
2021-01-02 20:00:00+00:00,41,35384
2021-01-02 20:30:00+00:00,42,34050
2021-01-02 21:00:00+00:00,43,31984
2021-01-02 21:30:00+00:00,44,30579
2021-01-02 22:00:00+00:00,45,29892
2021-01-02 22:30:00+00:00,46,29290
2021-01-02 23:00:00+00:00,47,26200
2021-01-02 23:30:00+00:00,48,24391
2021-01-03 00:00:00+00:00,1,24807
2021-01-03 00:30:00+00:00,2,24675
2021-01-03 01:00:00+00:00,3,24166
2021-01-03 01:30:00+00:00,4,23865
2021-01-03 02:00:00+00:00,5,23924
2021-01-03 02:30:00+00:00,6,23962
2021-01-03 03:00:00+00:00,7,24067
2021-01-03 03:30:00+00:00,8,24192
2021-01-03 04:00:00+00:00,9,24256
2021-01-03 04:30:00+00:00,10,24281
2021-01-03 05:00:00+00:00,11,24536
2021-01-03 05:30:00+00:00,12,24623
2021-01-03 06:00:00+00:00,13,24773
2021-01-03 06:30:00+00:00,14,25369
2021-01-03 07:00:00+00:00,15,26745
2021-01-03 07:30:00+00:00,16,27157
2021-01-03 08:00:00+00:00,17,27472
2021-01-03 08:30:00+00:00,18,28400
2021-01-03 09:00:00+00:00,19,30896
2021-01-03 09:30:00+00:00,20,32924
2021-01-03 10:00:00+00:00,21,34160
2021-01-03 10:30:00+00:00,22,34818
2021-01-03 11:00:00+00:00,23,35425
2021-01-03 11:30:00+00:00,24,35981
2021-01-03 12:00:00+00:00,25,36131
2021-01-03 12:30:00+00:00,26,36174
2021-01-03 13:00:00+00:00,27,36183
2021-01-03 13:30:00+00:00,28,36191
2021-01-03 14:00:00+00:00,29,36576
2021-01-03 14:30:00+00:00,30,37382
2021-01-03 15:00:00+00:00,31,38241
2021-01-03 15:30:00+00:00,32,38437
2021-01-03 16:00:00+00:00,33,39076
2021-01-03 16:30:00+00:00,34,39883
2021-01-03 17:00:00+00:00,35,40530
2021-01-03 17:30:00+00:00,36,40651
2021-01-03 18:00:00+00:00,37,40587
2021-01-03 18:30:00+00:00,38,40525
2021-01-03 19:00:00+00:00,39,40180
2021-01-03 19:30:00+00:00,40,38997
2021-01-03 20:00:00+00:00,41,37136
2021-01-03 20:30:00+00:00,42,35323
2021-01-03 21:00:00+00:00,43,32886
2021-01-03 21:30:00+00:00,44,31263
2021-01-03 22:00:00+00:00,45,30567
2021-01-03 22:30:00+00:00,46,30356
2021-01-03 23:00:00+00:00,47,29556
2021-01-03 23:30:00+00:00,48,28683
2021-01-04 00:00:00+00:00,1,25634
2021-01-04 00:30:00+00:00,2,25685
2021-01-04 01:00:00+00:00,3,25681
2021-01-04 01:30:00+00:00,4,25585
2021-01-04 02:00:00+00:00,5,25320
2021-01-04 02:30:00+00:00,6,25427
2021-01-04 03:00:00+00:00,7,25534
2021-01-04 03:30:00+00:00,8,25650
2021-01-04 04:00:00+00:00,9,25726
2021-01-04 04:30:00+00:00,10,25808
2021-01-04 05:00:00+00:00,11,26033
2021-01-04 05:30:00+00:00,12,26744
2021-01-04 06:00:00+00:00,13,28940
2021-01-04 06:30:00+00:00,14,32623
2021-01-04 07:00:00+00:00,15,36524
2021-01-04 07:30:00+00:00,16,38195
2021-01-04 08:00:00+00:00,17,39916
2021-01-04 08:30:00+00:00,18,40736
2021-01-04 09:00:00+00:00,19,41628
2021-01-04 09:30:00+00:00,20,42278
2021-01-04 10:00:00+00:00,21,42915
2021-01-04 10:30:00+00:00,22,43251
2021-01-04 11:00:00+00:00,23,43649
2021-01-04 11:30:00+00:00,24,44028
2021-01-04 12:00:00+00:00,25,44141
2021-01-04 12:30:00+00:00,26,44137
2021-01-04 13:00:00+00:00,27,44076
2021-01-04 13:30:00+00:00,28,43945
2021-01-04 14:00:00+00:00,29,43802
2021-01-04 14:30:00+00:00,30,43765
2021-01-04 15:00:00+00:00,31,43685
2021-01-04 15:30:00+00:00,32,43619
2021-01-04 16:00:00+00:00,33,43979
2021-01-04 16:30:00+00:00,34,44403
2021-01-04 17:00:00+00:00,35,44704
2021-01-04 17:30:00+00:00,36,44606
2021-01-04 18:00:00+00:00,37,44327
2021-01-04 18:30:00+00:00,38,43982
2021-01-04 19:00:00+00:00,39,42894
2021-01-04 19:30:00+00:00,40,41799
2021-01-04 20:00:00+00:00,41,40943
2021-01-04 20:30:00+00:00,42,39015
2021-01-04 21:00:00+00:00,43,37376
2021-01-04 21:30:00+00:00,44,35573
2021-01-04 22:00:00+00:00,45,33447
2021-01-04 22:30:00+00:00,46,31452
2021-01-04 23:00:00+00:00,47,29082
2021-01-04 23:30:00+00:00,48,28157
2021-01-05 00:00:00+00:00,1,28886
2021-01-05 00:30:00+00:00,2,28986
2021-01-05 01:00:00+00:00,3,29278
2021-01-05 01:30:00+00:00,4,29197
2021-01-05 02:00:00+00:00,5,28731
2021-01-05 02:30:00+00:00,6,28696
2021-01-05 03:00:00+00:00,7,27825
2021-01-05 03:30:00+00:00,8,27598
2021-01-05 04:00:00+00:00,9,27331
2021-01-05 04:30:00+00:00,10,27264
2021-01-05 05:00:00+00:00,11,28535
2021-01-05 05:30:00+00:00,12,29208
2021-01-05 06:00:00+00:00,13,30430
2021-01-05 06:30:00+00:00,14,32268
2021-01-05 07:00:00+00:00,15,35326
2021-01-05 07:30:00+00:00,16,35934
2021-01-05 08:00:00+00:00,17,36369
2021-01-05 08:30:00+00:00,18,36946
2021-01-05 09:00:00+00:00,19,37540
2021-01-05 09:30:00+00:00,20,38056
2021-01-05 10:00:00+00:00,21,38616
2021-01-05 10:30:00+00:00,22,38992
2021-01-05 11:00:00+00:00,23,39320
2021-01-05 11:30:00+00:00,24,39378
2021-01-05 12:00:00+00:00,25,39369
2021-01-05 12:30:00+00:00,26,39286
2021-01-05 13:00:00+00:00,27,39248
2021-01-05 13:30:00+00:00,28,39207
2021-01-05 14:00:00+00:00,29,39716
2021-01-05 14:30:00+00:00,30,40794
2021-01-05 15:00:00+00:00,31,41852
2021-01-05 15:30:00+00:00,32,42159
2021-01-05 16:00:00+00:00,33,42607
2021-01-05 16:30:00+00:00,34,43023
2021-01-05 17:00:00+00:00,35,43161
2021-01-05 17:30:00+00:00,36,43301
2021-01-05 18:00:00+00:00,37,43086
2021-01-05 18:30:00+00:00,38,42765
2021-01-05 19:00:00+00:00,39,41731
2021-01-05 19:30:00+00:00,40,40749
2021-01-05 20:00:00+00:00,41,39629
2021-01-05 20:30:00+00:00,42,38730
2021-01-05 21:00:00+00:00,43,36826
2021-01-05 21:30:00+00:00,44,34040
2021-01-05 22:00:00+00:00,45,32523
2021-01-05 22:30:00+00:00,46,31164
2021-01-05 23:00:00+00:00,47,29003
2021-01-05 23:30:00+00:00,48,26886
2021-01-06 00:00:00+00:00,1,29684
2021-01-06 00:30:00+00:00,2,29343
2021-01-06 01:00:00+00:00,3,28843
2021-01-06 01:30:00+00:00,4,28664
2021-01-06 02:00:00+00:00,5,28522
2021-01-06 02:30:00+00:00,6,28375
2021-01-06 03:00:00+00:00,7,28306
2021-01-06 03:30:00+00:00,8,28198
2021-01-06 04:00:00+00:00,9,28048
2021-01-06 04:30:00+00:00,10,27973
2021-01-06 05:00:00+00:00,11,28183
2021-01-06 05:30:00+00:00,12,28632
2021-01-06 06:00:00+00:00,13,31647
2021-01-06 06:30:00+00:00,14,35192
2021-01-06 07:00:00+00:00,15,39648
2021-01-06 07:30:00+00:00,16,40247
2021-01-06 08:00:00+00:00,17,40483
2021-01-06 08:30:00+00:00,18,40596
2021-01-06 09:00:00+00:00,19,40992
2021-01-06 09:30:00+00:00,20,41201
2021-01-06 10:00:00+00:00,21,41493
2021-01-06 10:30:00+00:00,22,41778
2021-01-06 11:00:00+00:00,23,42129
2021-01-06 11:30:00+00:00,24,42335
2021-01-06 12:00:00+00:00,25,42842
2021-01-06 12:30:00+00:00,26,43002
2021-01-06 13:00:00+00:00,27,42818
2021-01-06 13:30:00+00:00,28,42629
2021-01-06 14:00:00+00:00,29,42532
2021-01-06 14:30:00+00:00,30,42304
2021-01-06 15:00:00+00:00,31,41452
2021-01-06 15:30:00+00:00,32,41286
2021-01-06 16:00:00+00:00,33,41814
2021-01-06 16:30:00+00:00,34,42244
2021-01-06 17:00:00+00:00,35,42459
2021-01-06 17:30:00+00:00,36,42786
2021-01-06 18:00:00+00:00,37,42784
2021-01-06 18:30:00+00:00,38,42709
2021-01-06 19:00:00+00:00,39,42150
2021-01-06 19:30:00+00:00,40,41540
2021-01-06 20:00:00+00:00,41,40979
2021-01-06 20:30:00+00:00,42,40471
2021-01-06 21:00:00+00:00,43,39242
2021-01-06 21:30:00+00:00,44,38534
2021-01-06 22:00:00+00:00,45,37686
2021-01-06 22:30:00+00:00,46,37233
2021-01-06 23:00:00+00:00,47,33367
2021-01-06 23:30:00+00:00,48,29914
2021-01-07 00:00:00+00:00,1,29612
2021-01-07 00:30:00+00:00,2,29513
2021-01-07 01:00:00+00:00,3,29258
2021-01-07 01:30:00+00:00,4,28925
2021-01-07 02:00:00+00:00,5,27958
2021-01-07 02:30:00+00:00,6,27945
2021-01-07 03:00:00+00:00,7,27448
2021-01-07 03:30:00+00:00,8,27294
2021-01-07 04:00:00+00:00,9,27930
2021-01-07 04:30:00+00:00,10,28457
2021-01-07 05:00:00+00:00,11,30202
2021-01-07 05:30:00+00:00,12,32165
2021-01-07 06:00:00+00:00,13,35251
2021-01-07 06:30:00+00:00,14,37688
2021-01-07 07:00:00+00:00,15,40428
2021-01-07 07:30:00+00:00,16,40775
2021-01-07 08:00:00+00:00,17,41066
2021-01-07 08:30:00+00:00,18,41367
2021-01-07 09:00:00+00:00,19,42161
2021-01-07 09:30:00+00:00,20,42718
2021-01-07 10:00:00+00:00,21,43112
2021-01-07 10:30:00+00:00,22,43440
2021-01-07 11:00:00+00:00,23,43773
2021-01-07 11:30:00+00:00,24,44007
2021-01-07 12:00:00+00:00,25,43933
2021-01-07 12:30:00+00:00,26,43883
2021-01-07 13:00:00+00:00,27,43848
2021-01-07 13:30:00+00:00,28,43616
2021-01-07 14:00:00+00:00,29,43149
2021-01-07 14:30:00+00:00,30,42769
2021-01-07 15:00:00+00:00,31,42214
2021-01-07 15:30:00+00:00,32,42082
2021-01-07 16:00:00+00:00,33,42738
2021-01-07 16:30:00+00:00,34,42908
2021-01-07 17:00:00+00:00,35,43005
2021-01-07 17:30:00+00:00,36,43010
2021-01-07 18:00:00+00:00,37,43058
2021-01-07 18:30:00+00:00,38,43129
2021-01-07 19:00:00+00:00,39,42567
2021-01-07 19:30:00+00:00,40,42365
2021-01-07 20:00:00+00:00,41,41657
2021-01-07 20:30:00+00:00,42,41495
2021-01-07 21:00:00+00:00,43,41313
2021-01-07 21:30:00+00:00,44,40371
2021-01-07 22:00:00+00:00,45,38520
2021-01-07 22:30:00+00:00,46,37641
2021-01-07 23:00:00+00:00,47,32375
2021-01-07 23:30:00+00:00,48,29207
2021-01-08 00:00:00+00:00,1,30948
2021-01-08 00:30:00+00:00,2,30785
2021-01-08 01:00:00+00:00,3,30591
2021-01-08 01:30:00+00:00,4,30550
2021-01-08 02:00:00+00:00,5,30195
2021-01-08 02:30:00+00:00,6,30187
2021-01-08 03:00:00+00:00,7,29358
2021-01-08 03:30:00+00:00,8,29266
2021-01-08 04:00:00+00:00,9,29312
2021-01-08 04:30:00+00:00,10,29824
2021-01-08 05:00:00+00:00,11,31039
2021-01-08 05:30:00+00:00,12,32312
2021-01-08 06:00:00+00:00,13,34770
2021-01-08 06:30:00+00:00,14,37669
2021-01-08 07:00:00+00:00,15,41153
2021-01-08 07:30:00+00:00,16,41394
2021-01-08 08:00:00+00:00,17,41533
2021-01-08 08:30:00+00:00,18,41638
2021-01-08 09:00:00+00:00,19,41915
2021-01-08 09:30:00+00:00,20,42008
2021-01-08 10:00:00+00:00,21,42061
2021-01-08 10:30:00+00:00,22,42073
2021-01-08 11:00:00+00:00,23,42088
2021-01-08 11:30:00+00:00,24,42096
2021-01-08 12:00:00+00:00,25,41990
2021-01-08 12:30:00+00:00,26,41870
2021-01-08 13:00:00+00:00,27,41631
2021-01-08 13:30:00+00:00,28,41241
2021-01-08 14:00:00+00:00,29,40887
2021-01-08 14:30:00+00:00,30,40549
2021-01-08 15:00:00+00:00,31,40553
2021-01-08 15:30:00+00:00,32,40551
2021-01-08 16:00:00+00:00,33,40978
2021-01-08 16:30:00+00:00,34,40986
2021-01-08 17:00:00+00:00,35,40843
2021-01-08 17:30:00+00:00,36,40748
2021-01-08 18:00:00+00:00,37,40569
2021-01-08 18:30:00+00:00,38,40334
2021-01-08 19:00:00+00:00,39,39729
2021-01-08 19:30:00+00:00,40,38516
2021-01-08 20:00:00+00:00,41,34976
2021-01-08 20:30:00+00:00,42,32519
2021-01-08 21:00:00+00:00,43,32188
2021-01-08 21:30:00+00:00,44,31449
2021-01-08 22:00:00+00:00,45,30522
2021-01-08 22:30:00+00:00,46,28344
2021-01-08 23:00:00+00:00,47,23933
2021-01-08 23:30:00+00:00,48,21286
2021-01-09 00:00:00+00:00,1,27432
2021-01-09 00:30:00+00:00,2,27531
2021-01-09 01:00:00+00:00,3,27672
2021-01-09 01:30:00+00:00,4,27555
2021-01-09 02:00:00+00:00,5,26967
2021-01-09 02:30:00+00:00,6,26974
2021-01-09 03:00:00+00:00,7,26441
2021-01-09 03:30:00+00:00,8,26188
2021-01-09 04:00:00+00:00,9,25888
2021-01-09 04:30:00+00:00,10,25928
2021-01-09 05:00:00+00:00,11,26070
2021-01-09 05:30:00+00:00,12,26790
2021-01-09 06:00:00+00:00,13,28633
2021-01-09 06:30:00+00:00,14,29922
2021-01-09 07:00:00+00:00,15,31120
2021-01-09 07:30:00+00:00,16,31873
2021-01-09 08:00:00+00:00,17,33180
2021-01-09 08:30:00+00:00,18,34616
2021-01-09 09:00:00+00:00,19,36079
2021-01-09 09:30:00+00:00,20,37163
2021-01-09 10:00:00+00:00,21,38399
2021-01-09 10:30:00+00:00,22,39225
2021-01-09 11:00:00+00:00,23,39777
2021-01-09 11:30:00+00:00,24,40194
2021-01-09 12:00:00+00:00,25,40419
2021-01-09 12:30:00+00:00,26,40423
2021-01-09 13:00:00+00:00,27,40351
2021-01-09 13:30:00+00:00,28,40064
2021-01-09 14:00:00+00:00,29,40087
2021-01-09 14:30:00+00:00,30,40521
2021-01-09 15:00:00+00:00,31,40465
2021-01-09 15:30:00+00:00,32,40197
2021-01-09 16:00:00+00:00,33,40485
2021-01-09 16:30:00+00:00,34,40683
2021-01-09 17:00:00+00:00,35,41042
2021-01-09 17:30:00+00:00,36,41096
2021-01-09 18:00:00+00:00,37,40846
2021-01-09 18:30:00+00:00,38,40250
2021-01-09 19:00:00+00:00,39,39321
2021-01-09 19:30:00+00:00,40,38730
2021-01-09 20:00:00+00:00,41,37252
2021-01-09 20:30:00+00:00,42,35967
2021-01-09 21:00:00+00:00,43,34381
2021-01-09 21:30:00+00:00,44,33298
2021-01-09 22:00:00+00:00,45,32346
2021-01-09 22:30:00+00:00,46,29950
2021-01-09 23:00:00+00:00,47,25888
2021-01-09 23:30:00+00:00,48,24799
2021-01-10 00:00:00+00:00,1,26903
2021-01-10 00:30:00+00:00,2,26612
2021-01-10 01:00:00+00:00,3,26479
2021-01-10 01:30:00+00:00,4,26326
2021-01-10 02:00:00+00:00,5,26092
2021-01-10 02:30:00+00:00,6,25916
2021-01-10 03:00:00+00:00,7,25577
2021-01-10 03:30:00+00:00,8,25346
2021-01-10 04:00:00+00:00,9,25258
2021-01-10 04:30:00+00:00,10,25159
2021-01-10 05:00:00+00:00,11,25078
2021-01-10 05:30:00+00:00,12,24996
2021-01-10 06:00:00+00:00,13,25175
2021-01-10 06:30:00+00:00,14,26231
2021-01-10 07:00:00+00:00,15,27501
2021-01-10 07:30:00+00:00,16,28347
2021-01-10 08:00:00+00:00,17,29067
2021-01-10 08:30:00+00:00,18,30457
2021-01-10 09:00:00+00:00,19,33232
2021-01-10 09:30:00+00:00,20,35160
2021-01-10 10:00:00+00:00,21,36405
2021-01-10 10:30:00+00:00,22,37006
2021-01-10 11:00:00+00:00,23,37938
2021-01-10 11:30:00+00:00,24,38575
2021-01-10 12:00:00+00:00,25,38863
2021-01-10 12:30:00+00:00,26,39110
2021-01-10 13:00:00+00:00,27,39202
2021-01-10 13:30:00+00:00,28,39148
2021-01-10 14:00:00+00:00,29,39099
2021-01-10 14:30:00+00:00,30,39439
2021-01-10 15:00:00+00:00,31,39742
2021-01-10 15:30:00+00:00,32,39660
2021-01-10 16:00:00+00:00,33,40309
2021-01-10 16:30:00+00:00,34,40923
2021-01-10 17:00:00+00:00,35,41387
2021-01-10 17:30:00+00:00,36,41433
2021-01-10 18:00:00+00:00,37,41362
2021-01-10 18:30:00+00:00,38,41504
2021-01-10 19:00:00+00:00,39,41427
2021-01-10 19:30:00+00:00,40,40360
2021-01-10 20:00:00+00:00,41,39000
2021-01-10 20:30:00+00:00,42,37173
2021-01-10 21:00:00+00:00,43,34798
2021-01-10 21:30:00+00:00,44,33698
2021-01-10 22:00:00+00:00,45,32627
2021-01-10 22:30:00+00:00,46,30656
2021-01-10 23:00:00+00:00,47,26975
2021-01-10 23:30:00+00:00,48,25346
2021-01-11 00:00:00+00:00,1,26370
2021-01-11 00:30:00+00:00,2,26731
2021-01-11 01:00:00+00:00,3,26951
2021-01-11 01:30:00+00:00,4,27164
2021-01-11 02:00:00+00:00,5,27284
2021-01-11 02:30:00+00:00,6,27366
2021-01-11 03:00:00+00:00,7,27402
2021-01-11 03:30:00+00:00,8,27402
2021-01-11 04:00:00+00:00,9,27395
2021-01-11 04:30:00+00:00,10,27342
2021-01-11 05:00:00+00:00,11,27664
2021-01-11 05:30:00+00:00,12,28096
2021-01-11 06:00:00+00:00,13,30019
2021-01-11 06:30:00+00:00,14,34457
2021-01-11 07:00:00+00:00,15,38662
2021-01-11 07:30:00+00:00,16,40448
2021-01-11 08:00:00+00:00,17,42214
2021-01-11 08:30:00+00:00,18,43150
2021-01-11 09:00:00+00:00,19,44261
2021-01-11 09:30:00+00:00,20,44979
2021-01-11 10:00:00+00:00,21,45516
2021-01-11 10:30:00+00:00,22,46019
2021-01-11 11:00:00+00:00,23,46391
2021-01-11 11:30:00+00:00,24,46588
2021-01-11 12:00:00+00:00,25,46580
2021-01-11 12:30:00+00:00,26,46449
2021-01-11 13:00:00+00:00,27,46175
2021-01-11 13:30:00+00:00,28,45909
2021-01-11 14:00:00+00:00,29,45573
2021-01-11 14:30:00+00:00,30,45230
2021-01-11 15:00:00+00:00,31,44939
2021-01-11 15:30:00+00:00,32,44714
2021-01-11 16:00:00+00:00,33,44756
2021-01-11 16:30:00+00:00,34,45009
2021-01-11 17:00:00+00:00,35,45206
2021-01-11 17:30:00+00:00,36,44728
2021-01-11 18:00:00+00:00,37,44227
2021-01-11 18:30:00+00:00,38,43330
2021-01-11 19:00:00+00:00,39,42040
2021-01-11 19:30:00+00:00,40,41356
2021-01-11 20:00:00+00:00,41,41059
2021-01-11 20:30:00+00:00,42,39997
2021-01-11 21:00:00+00:00,43,38012
2021-01-11 21:30:00+00:00,44,36844
2021-01-11 22:00:00+00:00,45,34676
2021-01-11 22:30:00+00:00,46,32568
2021-01-11 23:00:00+00:00,47,28697
2021-01-11 23:30:00+00:00,48,26242
2021-01-12 00:00:00+00:00,1,28225
2021-01-12 00:30:00+00:00,2,27811
2021-01-12 01:00:00+00:00,3,27568
2021-01-12 01:30:00+00:00,4,27321
2021-01-12 02:00:00+00:00,5,27003
2021-01-12 02:30:00+00:00,6,26721
2021-01-12 03:00:00+00:00,7,26603
2021-01-12 03:30:00+00:00,8,26431
2021-01-12 04:00:00+00:00,9,26323
2021-01-12 04:30:00+00:00,10,26161
2021-01-12 05:00:00+00:00,11,26926
2021-01-12 05:30:00+00:00,12,28055
2021-01-12 06:00:00+00:00,13,30522
2021-01-12 06:30:00+00:00,14,34479
2021-01-12 07:00:00+00:00,15,38572
2021-01-12 07:30:00+00:00,16,39775
2021-01-12 08:00:00+00:00,17,40624
2021-01-12 08:30:00+00:00,18,40766
2021-01-12 09:00:00+00:00,19,40914
2021-01-12 09:30:00+00:00,20,41132
2021-01-12 10:00:00+00:00,21,41563
2021-01-12 10:30:00+00:00,22,41943
2021-01-12 11:00:00+00:00,23,42106
2021-01-12 11:30:00+00:00,24,42146
2021-01-12 12:00:00+00:00,25,42386
2021-01-12 12:30:00+00:00,26,42347
2021-01-12 13:00:00+00:00,27,42035
2021-01-12 13:30:00+00:00,28,41670
2021-01-12 14:00:00+00:00,29,41298
2021-01-12 14:30:00+00:00,30,40949
2021-01-12 15:00:00+00:00,31,40557
2021-01-12 15:30:00+00:00,32,40015
2021-01-12 16:00:00+00:00,33,40522
2021-01-12 16:30:00+00:00,34,40700
2021-01-12 17:00:00+00:00,35,40700
2021-01-12 17:30:00+00:00,36,41112
2021-01-12 18:00:00+00:00,37,40931
2021-01-12 18:30:00+00:00,38,40642
2021-01-12 19:00:00+00:00,39,40261
2021-01-12 19:30:00+00:00,40,39906
2021-01-12 20:00:00+00:00,41,39111
2021-01-12 20:30:00+00:00,42,38259
2021-01-12 21:00:00+00:00,43,37402
2021-01-12 21:30:00+00:00,44,36764
2021-01-12 22:00:00+00:00,45,33752
2021-01-12 22:30:00+00:00,46,31123
2021-01-12 23:00:00+00:00,47,25934
2021-01-12 23:30:00+00:00,48,22040
2021-01-13 00:00:00+00:00,1,28679
2021-01-13 00:30:00+00:00,2,28646
2021-01-13 01:00:00+00:00,3,28416
2021-01-13 01:30:00+00:00,4,28298
2021-01-13 02:00:00+00:00,5,27622
2021-01-13 02:30:00+00:00,6,27416
2021-01-13 03:00:00+00:00,7,27210
2021-01-13 03:30:00+00:00,8,27065
2021-01-13 04:00:00+00:00,9,27022
2021-01-13 04:30:00+00:00,10,27032
2021-01-13 05:00:00+00:00,11,27328
2021-01-13 05:30:00+00:00,12,27601
2021-01-13 06:00:00+00:00,13,29325
2021-01-13 06:30:00+00:00,14,32908
2021-01-13 07:00:00+00:00,15,36696
2021-01-13 07:30:00+00:00,16,37035
2021-01-13 08:00:00+00:00,17,37250
2021-01-13 08:30:00+00:00,18,37284
2021-01-13 09:00:00+00:00,19,37739
2021-01-13 09:30:00+00:00,20,37791
2021-01-13 10:00:00+00:00,21,37956
2021-01-13 10:30:00+00:00,22,38040
2021-01-13 11:00:00+00:00,23,38217
2021-01-13 11:30:00+00:00,24,38308
2021-01-13 12:00:00+00:00,25,38355
2021-01-13 12:30:00+00:00,26,38393
2021-01-13 13:00:00+00:00,27,38557
2021-01-13 13:30:00+00:00,28,38610
2021-01-13 14:00:00+00:00,29,38670
2021-01-13 14:30:00+00:00,30,38815
2021-01-13 15:00:00+00:00,31,39039
2021-01-13 15:30:00+00:00,32,39277
2021-01-13 16:00:00+00:00,33,39925
2021-01-13 16:30:00+00:00,34,40071
2021-01-13 17:00:00+00:00,35,40196
2021-01-13 17:30:00+00:00,36,40203
2021-01-13 18:00:00+00:00,37,40205
2021-01-13 18:30:00+00:00,38,40215
2021-01-13 19:00:00+00:00,39,39680
2021-01-13 19:30:00+00:00,40,39322
2021-01-13 20:00:00+00:00,41,38582
2021-01-13 20:30:00+00:00,42,37863
2021-01-13 21:00:00+00:00,43,36483
2021-01-13 21:30:00+00:00,44,34728
2021-01-13 22:00:00+00:00,45,32804
2021-01-13 22:30:00+00:00,46,30627
2021-01-13 23:00:00+00:00,47,27043
2021-01-13 23:30:00+00:00,48,25722
2021-01-14 00:00:00+00:00,1,28896
2021-01-14 00:30:00+00:00,2,28986
2021-01-14 01:00:00+00:00,3,28990
2021-01-14 01:30:00+00:00,4,28497
2021-01-14 02:00:00+00:00,5,28029
2021-01-14 02:30:00+00:00,6,28114
2021-01-14 03:00:00+00:00,7,27778
2021-01-14 03:30:00+00:00,8,27852
2021-01-14 04:00:00+00:00,9,27864
2021-01-14 04:30:00+00:00,10,28153
