local_datetime,settlementPeriod,imbalanceQuantityMAW
2020-01-30 07:00:00+00:00,15,-111.8248
2020-01-30 07:30:00+00:00,16,341.6435
2020-01-30 08:00:00+00:00,17,128.1395
2020-01-30 08:30:00+00:00,18,198.5755
2020-01-30 09:00:00+00:00,19,318.0408
2020-01-30 09:30:00+00:00,20,61.541
2020-01-30 10:00:00+00:00,21,-50.8847
2020-01-30 10:30:00+00:00,22,-138.2529
2020-01-30 11:00:00+00:00,23,-140.6491
2020-01-30 11:30:00+00:00,24,-31.1136
2020-01-30 12:00:00+00:00,25,237.0135
2020-01-30 12:30:00+00:00,26,320.4731
2020-01-30 13:00:00+00:00,27,149.3502
2020-01-30 13:30:00+00:00,28,-166.7037
2020-01-30 14:00:00+00:00,29,-174.2798
2020-01-30 14:30:00+00:00,30,-151.0703
2020-01-30 15:00:00+00:00,31,219.984
2020-01-30 15:30:00+00:00,32,54.5638
2020-01-30 16:00:00+00:00,33,-39.2692
2020-01-30 16:30:00+00:00,34,144.3339
2020-01-30 17:00:00+00:00,35,437.9723
2020-01-30 17:30:00+00:00,36,415.8963
2020-01-30 18:00:00+00:00,37,325.7653
2020-01-30 18:30:00+00:00,38,154.3013
2020-01-30 19:00:00+00:00,39,93.0832
2020-01-30 19:30:00+00:00,40,3.5294
2020-01-30 20:00:00+00:00,41,-213.993
2020-01-30 20:30:00+00:00,42,-120.2203
2020-01-30 21:00:00+00:00,43,-16.6299
2020-01-30 21:30:00+00:00,44,-286.1415
2020-01-30 22:00:00+00:00,45,-481.4465
2020-01-30 22:30:00+00:00,46,-720.2462
2020-01-30 23:00:00+00:00,47,-109.0665
2020-01-30 23:30:00+00:00,48,-458.6192
2020-01-31 00:00:00+00:00,1,-369.607
2020-01-31 00:30:00+00:00,2,99.21
2020-01-31 01:00:00+00:00,3,142.8657
2020-01-31 01:30:00+00:00,4,16.4999
2020-01-31 02:00:00+00:00,5,-113.504
2020-01-31 02:30:00+00:00,6,-114.6391
2020-01-31 03:00:00+00:00,7,3.7002
2020-01-31 03:30:00+00:00,8,10.833
2020-01-31 04:00:00+00:00,9,-5
2020-01-31 04:30:00+00:00,10,-186.7834
2020-01-31 05:00:00+00:00,11,-343.4996
2020-01-31 05:30:00+00:00,12,-5.0053
2020-01-31 06:00:00+00:00,13,325.2884
2020-01-31 06:30:00+00:00,14,806.7805
2020-01-31 07:00:00+00:00,15,534.9391
2020-01-31 07:30:00+00:00,16,546.8284
2020-01-31 08:00:00+00:00,17,265.7086
2020-01-31 08:30:00+00:00,18,-63.7679
2020-01-31 09:00:00+00:00,19,-81.673
2020-01-31 09:30:00+00:00,20,92.3528
2020-01-31 10:00:00+00:00,21,-183.3715
2020-01-31 10:30:00+00:00,22,101.5879
2020-01-31 11:00:00+00:00,23,19.8887
2020-01-31 11:30:00+00:00,24,53.8827
2020-01-31 12:00:00+00:00,25,164.1742
2020-01-31 12:30:00+00:00,26,6.4206
2020-01-31 13:00:00+00:00,27,137.8052
2020-01-31 13:30:00+00:00,28,-28.789
2020-01-31 14:00:00+00:00,29,217.1942
2020-01-31 14:30:00+00:00,30,-112.7854
2020-01-31 15:00:00+00:00,31,-217.4188
2020-01-31 15:30:00+00:00,32,-379.5962
2020-01-31 16:00:00+00:00,33,-467.7392
2020-01-31 16:30:00+00:00,34,-205.9524
2020-01-31 17:00:00+00:00,35,454.8905
2020-01-31 17:30:00+00:00,36,382.6661
2020-01-31 18:00:00+00:00,37,183.6274
2020-01-31 18:30:00+00:00,38,159.8635
2020-01-31 19:00:00+00:00,39,436.5394
2020-01-31 19:30:00+00:00,40,182.466
2020-01-31 20:00:00+00:00,41,187.3723
2020-01-31 20:30:00+00:00,42,-69.925
2020-01-31 21:00:00+00:00,43,27.3094
2020-01-31 21:30:00+00:00,44,-107.9129
2020-01-31 22:00:00+00:00,45,174.3139
2020-01-31 22:30:00+00:00,46,-141.4869
2020-01-31 23:00:00+00:00,47,499.6904
2020-01-31 23:30:00+00:00,48,267.5886
2020-02-01 00:00:00+00:00,1,516.8061
2020-02-01 00:30:00+00:00,2,590.7391
2020-02-01 01:00:00+00:00,3,766.9249
2020-02-01 01:30:00+00:00,4,598.2152
2020-02-01 02:00:00+00:00,5,430.7527
2020-02-01 02:30:00+00:00,6,387.8247
2020-02-01 03:00:00+00:00,7,146.5139
2020-02-01 03:30:00+00:00,8,-129.6225
2020-02-01 04:00:00+00:00,9,52.7482
2020-02-01 04:30:00+00:00,10,353.819
2020-02-01 05:00:00+00:00,11,541.3626
2020-02-01 05:30:00+00:00,12,667.8426
2020-02-01 06:00:00+00:00,13,556.2292
2020-02-01 06:30:00+00:00,14,555.3174
2020-02-01 07:00:00+00:00,15,-13.3105
2020-02-01 07:30:00+00:00,16,-64.7641
2020-02-01 08:00:00+00:00,17,-522.1531
2020-02-01 08:30:00+00:00,18,26.3112
2020-02-01 09:00:00+00:00,19,-275.144
2020-02-01 09:30:00+00:00,20,-454.9387
2020-02-01 10:00:00+00:00,21,-878.2683
2020-02-01 10:30:00+00:00,22,-983.447
2020-02-01 11:00:00+00:00,23,-831.4923
2020-02-01 11:30:00+00:00,24,-480.7669
2020-02-01 12:00:00+00:00,25,-311.4999
2020-02-01 12:30:00+00:00,26,-264.299
2020-02-01 13:00:00+00:00,27,-197.596
2020-02-01 13:30:00+00:00,28,-240.7052
2020-02-01 14:00:00+00:00,29,-21.156
2020-02-01 14:30:00+00:00,30,3.7465
2020-02-01 15:00:00+00:00,31,12.687
2020-02-01 15:30:00+00:00,32,-5.9149
2020-02-01 16:00:00+00:00,33,169.4903
2020-02-01 16:30:00+00:00,34,327.6053
2020-02-01 17:00:00+00:00,35,937.0421
2020-02-01 17:30:00+00:00,36,1041.3604
2020-02-01 18:00:00+00:00,37,831.0491
2020-02-01 18:30:00+00:00,38,739.6394
2020-02-01 19:00:00+00:00,39,426.6191
2020-02-01 19:30:00+00:00,40,264.9634
2020-02-01 20:00:00+00:00,41,351.0589
2020-02-01 20:30:00+00:00,42,201.3877
2020-02-01 21:00:00+00:00,43,310.3568
2020-02-01 21:30:00+00:00,44,326.4888
2020-02-01 22:00:00+00:00,45,222.98
2020-02-01 22:30:00+00:00,46,592.7379
2020-02-01 23:00:00+00:00,47,564.0848
2020-02-01 23:30:00+00:00,48,423.4427
2020-02-02 00:00:00+00:00,1,429.0877
2020-02-02 00:30:00+00:00,2,724.3209
2020-02-02 01:00:00+00:00,3,384.2294
2020-02-02 01:30:00+00:00,4,61.4529
2020-02-02 02:00:00+00:00,5,-93.8934
2020-02-02 02:30:00+00:00,6,-85.2219
2020-02-02 03:00:00+00:00,7,10.0478
2020-02-02 03:30:00+00:00,8,211.6815
2020-02-02 04:00:00+00:00,9,164.8704
2020-02-02 04:30:00+00:00,10,15.0638
2020-02-02 05:00:00+00:00,11,109.9346
2020-02-02 05:30:00+00:00,12,262.175
2020-02-02 06:00:00+00:00,13,367.4503
2020-02-02 06:30:00+00:00,14,235.6668
2020-02-02 07:00:00+00:00,15,-200.3168
2020-02-02 07:30:00+00:00,16,-91.7899
2020-02-02 08:00:00+00:00,17,165.5436
2020-02-02 08:30:00+00:00,18,206.5065
2020-02-02 09:00:00+00:00,19,443.0325
2020-02-02 09:30:00+00:00,20,691.3609
2020-02-02 10:00:00+00:00,21,439.6319
2020-02-02 10:30:00+00:00,22,284.5122
2020-02-02 11:00:00+00:00,23,233.478
2020-02-02 11:30:00+00:00,24,61.701
2020-02-02 12:00:00+00:00,25,3.5932
2020-02-02 12:30:00+00:00,26,-419.8147
2020-02-02 13:00:00+00:00,27,-385.6058
2020-02-02 13:30:00+00:00,28,-202.8553
2020-02-02 14:00:00+00:00,29,2.4481
2020-02-02 14:30:00+00:00,30,50.3668
2020-02-02 15:00:00+00:00,31,15.7744
2020-02-02 15:30:00+00:00,32,130.0375
2020-02-02 16:00:00+00:00,33,101.2343
2020-02-02 16:30:00+00:00,34,40.7961
2020-02-02 17:00:00+00:00,35,590.3797
2020-02-02 17:30:00+00:00,36,562.7819
2020-02-02 18:00:00+00:00,37,245.1462
2020-02-02 18:30:00+00:00,38,-135.862
2020-02-02 19:00:00+00:00,39,93.5849
2020-02-02 19:30:00+00:00,40,-20.2911
2020-02-02 20:00:00+00:00,41,209.7551
2020-02-02 20:30:00+00:00,42,190.8736
2020-02-02 21:00:00+00:00,43,11.2233
2020-02-02 21:30:00+00:00,44,-298.794
2020-02-02 22:00:00+00:00,45,258.9509
2020-02-02 22:30:00+00:00,46,-282.265
2020-02-02 23:00:00+00:00,47,-59.3419
2020-02-02 23:30:00+00:00,48,-39.1848
2020-02-03 00:00:00+00:00,1,-80.1381
2020-02-03 00:30:00+00:00,2,-147.6557
2020-02-03 01:00:00+00:00,3,-184.6197
2020-02-03 01:30:00+00:00,4,-251.7044
2020-02-03 02:00:00+00:00,5,-290.6702
2020-02-03 02:30:00+00:00,6,-411.1502
2020-02-03 03:00:00+00:00,7,-402.3874
2020-02-03 03:30:00+00:00,8,-544.062
2020-02-03 04:00:00+00:00,9,-508.4701
2020-02-03 04:30:00+00:00,10,-493.1816
2020-02-03 05:00:00+00:00,11,-269.7537
2020-02-03 05:30:00+00:00,12,-68.7769
2020-02-03 06:00:00+00:00,13,-12.4244
2020-02-03 06:30:00+00:00,14,224.2799
2020-02-03 07:00:00+00:00,15,90.9314
2020-02-03 07:30:00+00:00,16,360.5517
2020-02-03 08:00:00+00:00,17,-213.9319
2020-02-03 08:30:00+00:00,18,-368.1855
2020-02-03 09:00:00+00:00,19,-261.3677
2020-02-03 09:30:00+00:00,20,-238.8349
2020-02-03 10:00:00+00:00,21,-203.0045
2020-02-03 10:30:00+00:00,22,-299.4539
2020-02-03 11:00:00+00:00,23,-380.4748
2020-02-03 11:30:00+00:00,24,-318.2728
2020-02-03 12:00:00+00:00,25,40.1559
2020-02-03 12:30:00+00:00,26,127.84
2020-02-03 13:00:00+00:00,27,474.1959
2020-02-03 13:30:00+00:00,28,437.4911
2020-02-03 14:00:00+00:00,29,515.6891
2020-02-03 14:30:00+00:00,30,512.101
2020-02-03 15:00:00+00:00,31,284.2777
2020-02-03 15:30:00+00:00,32,283.4336
2020-02-03 16:00:00+00:00,33,233.6525
2020-02-03 16:30:00+00:00,34,727.5805
2020-02-03 17:00:00+00:00,35,1065.7786
2020-02-03 17:30:00+00:00,36,861.5838
2020-02-03 18:00:00+00:00,37,949.1453
2020-02-03 18:30:00+00:00,38,313.4337
2020-02-03 19:00:00+00:00,39,103.7875
2020-02-03 19:30:00+00:00,40,-102.0811
2020-02-03 20:00:00+00:00,41,-103.6213
2020-02-03 20:30:00+00:00,42,-103.4193
2020-02-03 21:00:00+00:00,43,-111.7392
2020-02-03 21:30:00+00:00,44,-125.9979
2020-02-03 22:00:00+00:00,45,-143.7574
2020-02-03 22:30:00+00:00,46,-446.2973
2020-02-03 23:00:00+00:00,47,253.8543
2020-02-03 23:30:00+00:00,48,115.0317
2020-02-04 00:00:00+00:00,1,339.9768
2020-02-04 00:30:00+00:00,2,230.3187
2020-02-04 01:00:00+00:00,3,-235.7473
2020-02-04 01:30:00+00:00,4,-434.2999
2020-02-04 02:00:00+00:00,5,-302.7249
2020-02-04 02:30:00+00:00,6,-401.1484
2020-02-04 03:00:00+00:00,7,-255.4167
2020-02-04 03:30:00+00:00,8,-329.8199
2020-02-04 04:00:00+00:00,9,-404.2768
2020-02-04 04:30:00+00:00,10,-288.6553
2020-02-04 05:00:00+00:00,11,-275.8428
2020-02-04 05:30:00+00:00,12,80.723
2020-02-04 06:00:00+00:00,13,604.2801
2020-02-04 06:30:00+00:00,14,936.135
2020-02-04 07:00:00+00:00,15,554.5971
2020-02-04 07:30:00+00:00,16,695.718
2020-02-04 08:00:00+00:00,17,524.3153
2020-02-04 08:30:00+00:00,18,664.8654
2020-02-04 09:00:00+00:00,19,701.6585
2020-02-04 09:30:00+00:00,20,678.5154
2020-02-04 10:00:00+00:00,21,496.4221
2020-02-04 10:30:00+00:00,22,512.0604
2020-02-04 11:00:00+00:00,23,600.108
2020-02-04 11:30:00+00:00,24,693.6277
2020-02-04 12:00:00+00:00,25,993.7213
2020-02-04 12:30:00+00:00,26,807.583
2020-02-04 13:00:00+00:00,27,928.1262
2020-02-04 13:30:00+00:00,28,847.2808
2020-02-04 14:00:00+00:00,29,503.9667
2020-02-04 14:30:00+00:00,30,211.0526
2020-02-04 15:00:00+00:00,31,-191.4698
2020-02-04 15:30:00+00:00,32,-402.7067
2020-02-04 16:00:00+00:00,33,-316.4895
2020-02-04 16:30:00+00:00,34,-273.4632
2020-02-04 17:00:00+00:00,35,106.2169
2020-02-04 17:30:00+00:00,36,-20.5953
2020-02-04 18:00:00+00:00,37,-213.5716
2020-02-04 18:30:00+00:00,38,-240.286
2020-02-04 19:00:00+00:00,39,68.08
2020-02-04 19:30:00+00:00,40,276.8291
2020-02-04 20:00:00+00:00,41,530.4642
2020-02-04 20:30:00+00:00,42,353.8076
2020-02-04 21:00:00+00:00,43,276.1165
2020-02-04 21:30:00+00:00,44,123.1972
2020-02-04 22:00:00+00:00,45,235.4759
2020-02-04 22:30:00+00:00,46,94.0795
2020-02-04 23:00:00+00:00,47,-192.7692
2020-02-04 23:30:00+00:00,48,-267.1946
2020-02-05 00:00:00+00:00,1,-234.5494
2020-02-05 00:30:00+00:00,2,71.0507
2020-02-05 01:00:00+00:00,3,-11.8097
2020-02-05 01:30:00+00:00,4,-180.0385
2020-02-05 02:00:00+00:00,5,17.5837
2020-02-05 02:30:00+00:00,6,56.6826
2020-02-05 03:00:00+00:00,7,-46
2020-02-05 03:30:00+00:00,8,-126.2146
2020-02-05 04:00:00+00:00,9,-259.6346
2020-02-05 04:30:00+00:00,10,-374.1075
2020-02-05 05:00:00+00:00,11,-478.3243
2020-02-05 05:30:00+00:00,12,-422.1906
2020-02-05 06:00:00+00:00,13,-128.4553
2020-02-05 06:30:00+00:00,14,-209.0337
2020-02-05 07:00:00+00:00,15,-298.6698
2020-02-05 07:30:00+00:00,16,114.4917
2020-02-05 08:00:00+00:00,17,-81.2119
2020-02-05 08:30:00+00:00,18,-208.1084
2020-02-05 09:00:00+00:00,19,-254.556
2020-02-05 09:30:00+00:00,20,-208.8306
2020-02-05 10:00:00+00:00,21,-39.8201
2020-02-05 10:30:00+00:00,22,-59.4971
2020-02-05 11:00:00+00:00,23,-293.4456
2020-02-05 11:30:00+00:00,24,-386.1798
2020-02-05 12:00:00+00:00,25,-399.123
2020-02-05 12:30:00+00:00,26,-455.6376
2020-02-05 13:00:00+00:00,27,-195.8477
2020-02-05 13:30:00+00:00,28,-109.153
2020-02-05 14:00:00+00:00,29,-54.8636
2020-02-05 14:30:00+00:00,30,-183.018
2020-02-05 15:00:00+00:00,31,-581.4079
2020-02-05 15:30:00+00:00,32,-650.5493
2020-02-05 16:00:00+00:00,33,-922.5775
2020-02-05 16:30:00+00:00,34,-812.846
2020-02-05 17:00:00+00:00,35,-697.0165
2020-02-05 17:30:00+00:00,36,-465.9702
2020-02-05 18:00:00+00:00,37,-358.8281
2020-02-05 18:30:00+00:00,38,-177.9619
2020-02-05 19:00:00+00:00,39,-17.1302
2020-02-05 19:30:00+00:00,40,251.1837
2020-02-05 20:00:00+00:00,41,128.5666
2020-02-05 20:30:00+00:00,42,-56.2386
2020-02-05 21:00:00+00:00,43,243.8622
2020-02-05 21:30:00+00:00,44,-48.0322
2020-02-05 22:00:00+00:00,45,-89.5654
2020-02-05 22:30:00+00:00,46,-131.2108
2020-02-05 23:00:00+00:00,47,143.0112
2020-02-05 23:30:00+00:00,48,140.2305
2020-02-06 00:00:00+00:00,1,152.4731
2020-02-06 00:30:00+00:00,2,-26.5668
2020-02-06 01:00:00+00:00,3,-188.0585
2020-02-06 01:30:00+00:00,4,-399.9
2020-02-06 02:00:00+00:00,5,-394.5277
2020-02-06 02:30:00+00:00,6,-72.341
2020-02-06 03:00:00+00:00,7,-137.0508
2020-02-06 03:30:00+00:00,8,-77.1627
2020-02-06 04:00:00+00:00,9,-97.65
2020-02-06 04:30:00+00:00,10,-146.3624
2020-02-06 05:00:00+00:00,11,183.7196
2020-02-06 05:30:00+00:00,12,628.6967
2020-02-06 06:00:00+00:00,13,898.1853
2020-02-06 06:30:00+00:00,14,950.8386
2020-02-06 07:00:00+00:00,15,116.3612
2020-02-06 07:30:00+00:00,16,263.3267
2020-02-06 08:00:00+00:00,17,-4.7011
2020-02-06 08:30:00+00:00,18,65.7439
2020-02-06 09:00:00+00:00,19,121.5994
2020-02-06 09:30:00+00:00,20,-276.878
2020-02-06 10:00:00+00:00,21,-623.3371
2020-02-06 10:30:00+00:00,22,-524.9539
2020-02-06 11:00:00+00:00,23,92.1983
2020-02-06 11:30:00+00:00,24,-343.6177
2020-02-06 12:00:00+00:00,25,-671.4671
2020-02-06 12:30:00+00:00,26,-689.3281
2020-02-06 13:00:00+00:00,27,-623.9453
2020-02-06 13:30:00+00:00,28,-728.3268
2020-02-06 14:00:00+00:00,29,-637.8616
2020-02-06 14:30:00+00:00,30,-468.3207
2020-02-06 15:00:00+00:00,31,-325.031
2020-02-06 15:30:00+00:00,32,96.8058
2020-02-06 16:00:00+00:00,33,19.9514
2020-02-06 16:30:00+00:00,34,-341.0853
2020-02-06 17:00:00+00:00,35,-68.2575
2020-02-06 17:30:00+00:00,36,347.6187
2020-02-06 18:00:00+00:00,37,417.098
2020-02-06 18:30:00+00:00,38,88.1253
2020-02-06 19:00:00+00:00,39,-77.035
2020-02-06 19:30:00+00:00,40,108.7278
2020-02-06 20:00:00+00:00,41,385.3381
2020-02-06 20:30:00+00:00,42,121.1432
2020-02-06 21:00:00+00:00,43,62.2542
2020-02-06 21:30:00+00:00,44,201.9206
2020-02-06 22:00:00+00:00,45,109.0712
2020-02-06 22:30:00+00:00,46,194.0414
2020-02-06 23:00:00+00:00,47,192.9583
2020-02-06 23:30:00+00:00,48,-48.0297
2020-02-07 00:00:00+00:00,1,136.5542
2020-02-07 00:30:00+00:00,2,243.7221
2020-02-07 01:00:00+00:00,3,133.358
2020-02-07 01:30:00+00:00,4,-40.7057
2020-02-07 02:00:00+00:00,5,50.6437
2020-02-07 02:30:00+00:00,6,10.3954
2020-02-07 03:00:00+00:00,7,89.9252
2020-02-07 03:30:00+00:00,8,-133.486
2020-02-07 04:00:00+00:00,9,175.9468
2020-02-07 04:30:00+00:00,10,-1.5377
2020-02-07 05:00:00+00:00,11,361.0126
2020-02-07 05:30:00+00:00,12,385.8867
2020-02-07 06:00:00+00:00,13,37.691
2020-02-07 06:30:00+00:00,14,60.2196
2020-02-07 07:00:00+00:00,15,280.6541
2020-02-07 07:30:00+00:00,16,593.9522
2020-02-07 08:00:00+00:00,17,317.125
2020-02-07 08:30:00+00:00,18,175.4082
2020-02-07 09:00:00+00:00,19,153.3468
2020-02-07 09:30:00+00:00,20,-63.1413
2020-02-07 10:00:00+00:00,21,-31.6009
2020-02-07 10:30:00+00:00,22,-221.0705
2020-02-07 11:00:00+00:00,23,-125.818
2020-02-07 11:30:00+00:00,24,76.6719
2020-02-07 12:00:00+00:00,25,-184.8631
2020-02-07 12:30:00+00:00,26,-396.0007
2020-02-07 13:00:00+00:00,27,-218.0962
2020-02-07 13:30:00+00:00,28,-341.6355
2020-02-07 14:00:00+00:00,29,74.0929
2020-02-07 14:30:00+00:00,30,224.4321
2020-02-07 15:00:00+00:00,31,179.9061
2020-02-07 15:30:00+00:00,32,562.0893
2020-02-07 16:00:00+00:00,33,114.3687
2020-02-07 16:30:00+00:00,34,130.7779
2020-02-07 17:00:00+00:00,35,349.2088
2020-02-07 17:30:00+00:00,36,419.1934
2020-02-07 18:00:00+00:00,37,105.2126
2020-02-07 18:30:00+00:00,38,-154.8508
2020-02-07 19:00:00+00:00,39,-110.8058
2020-02-07 19:30:00+00:00,40,-90.5626
2020-02-07 20:00:00+00:00,41,-0.3836
2020-02-07 20:30:00+00:00,42,69.5648
2020-02-07 21:00:00+00:00,43,-265.465
2020-02-07 21:30:00+00:00,44,-315.2451
2020-02-07 22:00:00+00:00,45,39.9737
2020-02-07 22:30:00+00:00,46,-181.3115
2020-02-07 23:00:00+00:00,47,-198.1853
2020-02-07 23:30:00+00:00,48,-267.7732
2020-02-08 00:00:00+00:00,1,-30.3062
2020-02-08 00:30:00+00:00,2,-90.2807
2020-02-08 01:00:00+00:00,3,-30.3463
2020-02-08 01:30:00+00:00,4,-295.0937
2020-02-08 02:00:00+00:00,5,-155.4717
2020-02-08 02:30:00+00:00,6,-268.7085
2020-02-08 03:00:00+00:00,7,-417.4104
2020-02-08 03:30:00+00:00,8,-436.0315
2020-02-08 04:00:00+00:00,9,-394.7691
2020-02-08 04:30:00+00:00,10,-165.2226
2020-02-08 05:00:00+00:00,11,-164.626
2020-02-08 05:30:00+00:00,12,-246.605
2020-02-08 06:00:00+00:00,13,-344.7796
2020-02-08 06:30:00+00:00,14,327.6995
2020-02-08 07:00:00+00:00,15,187.1682
2020-02-08 07:30:00+00:00,16,360.7163
2020-02-08 08:00:00+00:00,17,560.4537
2020-02-08 08:30:00+00:00,18,728.7532
2020-02-08 09:00:00+00:00,19,895.4506
2020-02-08 09:30:00+00:00,20,897.5531
2020-02-08 10:00:00+00:00,21,840.9337
2020-02-08 10:30:00+00:00,22,302.4997
2020-02-08 11:00:00+00:00,23,16.878
2020-02-08 11:30:00+00:00,24,182.5256
2020-02-08 12:00:00+00:00,25,207.3851
2020-02-08 12:30:00+00:00,26,-144.1402
2020-02-08 13:00:00+00:00,27,-272.3022
2020-02-08 13:30:00+00:00,28,-520.6103
2020-02-08 14:00:00+00:00,29,-546.7701
2020-02-08 14:30:00+00:00,30,-497.8937
2020-02-08 15:00:00+00:00,31,-165.8934
2020-02-08 15:30:00+00:00,32,113.7091
2020-02-08 16:00:00+00:00,33,253.1791
2020-02-08 16:30:00+00:00,34,308.3821
2020-02-08 17:00:00+00:00,35,455.0973
2020-02-08 17:30:00+00:00,36,864.5153
2020-02-08 18:00:00+00:00,37,497.8105
2020-02-08 18:30:00+00:00,38,397.1233
2020-02-08 19:00:00+00:00,39,278.271
2020-02-08 19:30:00+00:00,40,256.9853
2020-02-08 20:00:00+00:00,41,309.8939
2020-02-08 20:30:00+00:00,42,188.1697
2020-02-08 21:00:00+00:00,43,177.4006
2020-02-08 21:30:00+00:00,44,327.0462
2020-02-08 22:00:00+00:00,45,552.8436
2020-02-08 22:30:00+00:00,46,226.4572
2020-02-08 23:00:00+00:00,47,414.7461
2020-02-08 23:30:00+00:00,48,245.7428
2020-02-09 00:00:00+00:00,1,202.9085
2020-02-09 00:30:00+00:00,2,332.6437
2020-02-09 01:00:00+00:00,3,477.7072
2020-02-09 01:30:00+00:00,4,222.4078
2020-02-09 02:00:00+00:00,5,209.5378
2020-02-09 02:30:00+00:00,6,190.5151
2020-02-09 03:00:00+00:00,7,104.7249
2020-02-09 03:30:00+00:00,8,208.5154
2020-02-09 04:00:00+00:00,9,128.6824
2020-02-09 04:30:00+00:00,10,-189.8581
2020-02-09 05:00:00+00:00,11,-751.304
2020-02-09 05:30:00+00:00,12,-568.8887
2020-02-09 06:00:00+00:00,13,-656.2702
2020-02-09 06:30:00+00:00,14,-502.2835
2020-02-09 07:00:00+00:00,15,-673.7026
2020-02-09 07:30:00+00:00,16,-454.1219
2020-02-09 08:00:00+00:00,17,-438.5473
2020-02-09 08:30:00+00:00,18,404.4772
2020-02-09 09:00:00+00:00,19,570.5366
2020-02-09 09:30:00+00:00,20,1056.9005
2020-02-09 10:00:00+00:00,21,1274.7689
2020-02-09 10:30:00+00:00,22,1274.1156
2020-02-09 11:00:00+00:00,23,900.1463
2020-02-09 11:30:00+00:00,24,1029.2343
2020-02-09 12:00:00+00:00,25,1836.9215
2020-02-09 12:30:00+00:00,26,2000.9653
2020-02-09 13:00:00+00:00,27,1848.774
2020-02-09 13:30:00+00:00,28,1065.69
2020-02-09 14:00:00+00:00,29,650.2717
2020-02-09 14:30:00+00:00,30,354.872
2020-02-09 15:00:00+00:00,31,-31.788
2020-02-09 15:30:00+00:00,32,-272.3815
2020-02-09 16:00:00+00:00,33,-39.5664
2020-02-09 16:30:00+00:00,34,89.2629
2020-02-09 17:00:00+00:00,35,68.3102
2020-02-09 17:30:00+00:00,36,354.2897
2020-02-09 18:00:00+00:00,37,88.3353
2020-02-09 18:30:00+00:00,38,-94.2791
2020-02-09 19:00:00+00:00,39,393.6664
2020-02-09 19:30:00+00:00,40,595.5763
2020-02-09 20:00:00+00:00,41,299.8415
2020-02-09 20:30:00+00:00,42,81.4509
2020-02-09 21:00:00+00:00,43,136.7433
2020-02-09 21:30:00+00:00,44,35.8163
2020-02-09 22:00:00+00:00,45,455.8625
2020-02-09 22:30:00+00:00,46,38.4082
2020-02-09 23:00:00+00:00,47,-32.9653
2020-02-09 23:30:00+00:00,48,-202.292
2020-02-10 00:00:00+00:00,1,93.573
2020-02-10 00:30:00+00:00,2,178.094
2020-02-10 01:00:00+00:00,3,288.7679
2020-02-10 01:30:00+00:00,4,-60.8139
2020-02-10 02:00:00+00:00,5,12.2265
2020-02-10 02:30:00+00:00,6,75.7813
2020-02-10 03:00:00+00:00,7,97.7125
2020-02-10 03:30:00+00:00,8,-36.8751
2020-02-10 04:00:00+00:00,9,113.2988
2020-02-10 04:30:00+00:00,10,112.2718
2020-02-10 05:00:00+00:00,11,-184.3107
2020-02-10 05:30:00+00:00,12,87.6759
2020-02-10 06:00:00+00:00,13,318.7523
2020-02-10 06:30:00+00:00,14,831.7853
2020-02-10 07:00:00+00:00,15,354.7963
2020-02-10 07:30:00+00:00,16,319.6446
2020-02-10 08:00:00+00:00,17,440.4985
2020-02-10 08:30:00+00:00,18,443.3194
2020-02-10 09:00:00+00:00,19,413.546
2020-02-10 09:30:00+00:00,20,91.7687
2020-02-10 10:00:00+00:00,21,18.7163
2020-02-10 10:30:00+00:00,22,-16.5969
2020-02-10 11:00:00+00:00,23,210.2277
2020-02-10 11:30:00+00:00,24,467.4105
2020-02-10 12:00:00+00:00,25,536.0043
2020-02-10 12:30:00+00:00,26,466.1559
2020-02-10 13:00:00+00:00,27,440.865
2020-02-10 13:30:00+00:00,28,737.6917
2020-02-10 14:00:00+00:00,29,718.4219
2020-02-10 14:30:00+00:00,30,418.3411
2020-02-10 15:00:00+00:00,31,193.1001
2020-02-10 15:30:00+00:00,32,97.4695
2020-02-10 16:00:00+00:00,33,468.666
2020-02-10 16:30:00+00:00,34,779.758
2020-02-10 17:00:00+00:00,35,664.2665
2020-02-10 17:30:00+00:00,36,955.1362
2020-02-10 18:00:00+00:00,37,907.9551
2020-02-10 18:30:00+00:00,38,807.4917
2020-02-10 19:00:00+00:00,39,523.4827
2020-02-10 19:30:00+00:00,40,346.6507
2020-02-10 20:00:00+00:00,41,90.4173
2020-02-10 20:30:00+00:00,42,259.0052
2020-02-10 21:00:00+00:00,43,383.8998
2020-02-10 21:30:00+00:00,44,341.3973
2020-02-10 22:00:00+00:00,45,247.132
2020-02-10 22:30:00+00:00,46,-265.5493
2020-02-10 23:00:00+00:00,47,-159.7802
2020-02-10 23:30:00+00:00,48,-197.0173
2020-02-11 00:00:00+00:00,1,-351.4555
2020-02-11 00:30:00+00:00,2,-229.8687
2020-02-11 01:00:00+00:00,3,-505.8565
2020-02-11 01:30:00+00:00,4,-455.067
2020-02-11 02:00:00+00:00,5,-164.5736
2020-02-11 02:30:00+00:00,6,-331.396
2020-02-11 03:00:00+00:00,7,-251.4021
2020-02-11 03:30:00+00:00,8,-388.8918
2020-02-11 04:00:00+00:00,9,-134.1756
2020-02-11 04:30:00+00:00,10,56.1004
2020-02-11 05:00:00+00:00,11,188.2516
2020-02-11 05:30:00+00:00,12,403.1001
