local_datetime,settlementPeriod,imbalanceQuantityMAW
2021-01-03 02:00:00+00:00,5,270.5031
2021-01-03 02:30:00+00:00,6,194.936
2021-01-03 03:00:00+00:00,7,81.6055
2021-01-03 03:30:00+00:00,8,-182.9949
2021-01-03 04:00:00+00:00,9,-238.6734
2021-01-03 04:30:00+00:00,10,-303.8692
2021-01-03 05:00:00+00:00,11,250.1181
2021-01-03 05:30:00+00:00,12,327.2791
2021-01-03 06:00:00+00:00,13,220.7418
2021-01-03 06:30:00+00:00,14,108.0507
2021-01-03 07:00:00+00:00,15,-159.6193
2021-01-03 07:30:00+00:00,16,-265.1762
2021-01-03 08:00:00+00:00,17,-215.2432
2021-01-03 08:30:00+00:00,18,-167.8979
2021-01-03 09:00:00+00:00,19,-734.4358
2021-01-03 09:30:00+00:00,20,-158.3582
2021-01-03 10:00:00+00:00,21,-356.2321
2021-01-03 10:30:00+00:00,22,-144.6892
2021-01-03 11:00:00+00:00,23,2.3627
2021-01-03 11:30:00+00:00,24,191.9343
2021-01-03 12:00:00+00:00,25,458.6516
2021-01-03 12:30:00+00:00,26,331.0007
2021-01-03 13:00:00+00:00,27,216.8864
2021-01-03 13:30:00+00:00,28,50.6053
2021-01-03 14:00:00+00:00,29,151.1692
2021-01-03 14:30:00+00:00,30,-67.6444
2021-01-03 15:00:00+00:00,31,-263.7936
2021-01-03 15:30:00+00:00,32,-324.0233
2021-01-03 16:00:00+00:00,33,-32.5627
2021-01-03 16:30:00+00:00,34,306.2384
2021-01-03 17:00:00+00:00,35,291.6858
2021-01-03 17:30:00+00:00,36,138.5825
2021-01-03 18:00:00+00:00,37,142.8235
2021-01-03 18:30:00+00:00,38,7.6085
2021-01-03 19:00:00+00:00,39,-50.6376
2021-01-03 19:30:00+00:00,40,-547.6588
2021-01-03 20:00:00+00:00,41,-371.1877
2021-01-03 20:30:00+00:00,42,-61.0441
2021-01-03 21:00:00+00:00,43,134.3789
2021-01-03 21:30:00+00:00,44,459.3517
2021-01-03 22:00:00+00:00,45,244.1117
2021-01-03 22:30:00+00:00,46,92.1328
2021-01-03 23:00:00+00:00,47,290.9191
2021-01-03 23:30:00+00:00,48,40.5244
2021-01-04 00:00:00+00:00,1,218.6038
2021-01-04 00:30:00+00:00,2,229.5135
2021-01-04 01:00:00+00:00,3,199.448
2021-01-04 01:30:00+00:00,4,126.0977
2021-01-04 02:00:00+00:00,5,236.8223
2021-01-04 02:30:00+00:00,6,77.3417
2021-01-04 03:00:00+00:00,7,348.6474
2021-01-04 03:30:00+00:00,8,44.7115
2021-01-04 04:00:00+00:00,9,291.7676
2021-01-04 04:30:00+00:00,10,141.4632
2021-01-04 05:00:00+00:00,11,21.4154
2021-01-04 05:30:00+00:00,12,6.3434
2021-01-04 06:00:00+00:00,13,-162.85
2021-01-04 06:30:00+00:00,14,-518.4109
2021-01-04 07:00:00+00:00,15,-742.491
2021-01-04 07:30:00+00:00,16,-613.7669
2021-01-04 08:00:00+00:00,17,-77.7139
2021-01-04 08:30:00+00:00,18,438.8347
2021-01-04 09:00:00+00:00,19,313.829
2021-01-04 09:30:00+00:00,20,464.2429
2021-01-04 10:00:00+00:00,21,505.274
2021-01-04 10:30:00+00:00,22,312.0656
2021-01-04 11:00:00+00:00,23,215.5621
2021-01-04 11:30:00+00:00,24,303.8174
2021-01-04 12:00:00+00:00,25,418.7746
2021-01-04 12:30:00+00:00,26,542.433
2021-01-04 13:00:00+00:00,27,249.2689
2021-01-04 13:30:00+00:00,28,50.4744
2021-01-04 14:00:00+00:00,29,86.0228
2021-01-04 14:30:00+00:00,30,63.73
2021-01-04 15:00:00+00:00,31,155.4583
2021-01-04 15:30:00+00:00,32,21.3506
2021-01-04 16:00:00+00:00,33,-262.7783
2021-01-04 16:30:00+00:00,34,-338.9168
2021-01-04 17:00:00+00:00,35,-186.8149
2021-01-04 17:30:00+00:00,36,-255.9708
2021-01-04 18:00:00+00:00,37,-353.7458
2021-01-04 18:30:00+00:00,38,-394.9174
2021-01-04 19:00:00+00:00,39,-68.2093
2021-01-04 19:30:00+00:00,40,-179.0483
2021-01-04 20:00:00+00:00,41,-516.6824
2021-01-04 20:30:00+00:00,42,-330.5098
2021-01-04 21:00:00+00:00,43,295.0509
2021-01-04 21:30:00+00:00,44,450.1354
2021-01-04 22:00:00+00:00,45,277.484
2021-01-04 22:30:00+00:00,46,434.2889
2021-01-04 23:00:00+00:00,47,-185.2215
2021-01-04 23:30:00+00:00,48,-311.8243
2021-01-05 00:00:00+00:00,1,-181.6461
2021-01-05 00:30:00+00:00,2,164.9147
2021-01-05 01:00:00+00:00,3,-14.3017
2021-01-05 01:30:00+00:00,4,97.105
2021-01-05 02:00:00+00:00,5,155.1305
2021-01-05 02:30:00+00:00,6,-8.8374
2021-01-05 03:00:00+00:00,7,50.4441
2021-01-05 03:30:00+00:00,8,-119.1763
2021-01-05 04:00:00+00:00,9,-37.2137
2021-01-05 04:30:00+00:00,10,-43.5173
2021-01-05 05:00:00+00:00,11,-257.08
2021-01-05 05:30:00+00:00,12,-254.9094
2021-01-05 06:00:00+00:00,13,-20.8296
2021-01-05 06:30:00+00:00,14,-262.1501
2021-01-05 07:00:00+00:00,15,-603.9567
2021-01-05 07:30:00+00:00,16,-368.1253
2021-01-05 08:00:00+00:00,17,53.4908
2021-01-05 08:30:00+00:00,18,561.7559
2021-01-05 09:00:00+00:00,19,704.3069
2021-01-05 09:30:00+00:00,20,493.7598
2021-01-05 10:00:00+00:00,21,547.6161
2021-01-05 10:30:00+00:00,22,257.5776
2021-01-05 11:00:00+00:00,23,226.7417
2021-01-05 11:30:00+00:00,24,386.0866
2021-01-05 12:00:00+00:00,25,804.7563
2021-01-05 12:30:00+00:00,26,865.7578
2021-01-05 13:00:00+00:00,27,428.8161
2021-01-05 13:30:00+00:00,28,304.8928
2021-01-05 14:00:00+00:00,29,298.9051
2021-01-05 14:30:00+00:00,30,-44.1173
2021-01-05 15:00:00+00:00,31,8.867
2021-01-05 15:30:00+00:00,32,-33.5522
2021-01-05 16:00:00+00:00,33,-182.3051
2021-01-05 16:30:00+00:00,34,15.1587
2021-01-05 17:00:00+00:00,35,266.1384
2021-01-05 17:30:00+00:00,36,68.5655
2021-01-05 18:00:00+00:00,37,174.6156
2021-01-05 18:30:00+00:00,38,91.3652
2021-01-05 19:00:00+00:00,39,-23.2198
2021-01-05 19:30:00+00:00,40,-66.1191
2021-01-05 20:00:00+00:00,41,-190.9146
2021-01-05 20:30:00+00:00,42,-158.6372
2021-01-05 21:00:00+00:00,43,227.7664
2021-01-05 21:30:00+00:00,44,159.6836
2021-01-05 22:00:00+00:00,45,221.9914
2021-01-05 22:30:00+00:00,46,-75.6126
2021-01-05 23:00:00+00:00,47,76.7895
2021-01-05 23:30:00+00:00,48,228.5968
2021-01-06 00:00:00+00:00,1,118.3523
2021-01-06 00:30:00+00:00,2,103.9869
2021-01-06 01:00:00+00:00,3,-283.4643
2021-01-06 01:30:00+00:00,4,-303.7508
2021-01-06 02:00:00+00:00,5,-212.1209
2021-01-06 02:30:00+00:00,6,-3.3399
2021-01-06 03:00:00+00:00,7,237.1163
2021-01-06 03:30:00+00:00,8,139.867
2021-01-06 04:00:00+00:00,9,-76.7763
2021-01-06 04:30:00+00:00,10,-398.812
2021-01-06 05:00:00+00:00,11,-101.6214
2021-01-06 05:30:00+00:00,12,-68.0321
2021-01-06 06:00:00+00:00,13,22.1669
2021-01-06 06:30:00+00:00,14,-56.009
2021-01-06 07:00:00+00:00,15,-819.6532
2021-01-06 07:30:00+00:00,16,-315.8708
2021-01-06 08:00:00+00:00,17,-214.6415
2021-01-06 08:30:00+00:00,18,319.7355
2021-01-06 09:00:00+00:00,19,68.6611
2021-01-06 09:30:00+00:00,20,109.1638
2021-01-06 10:00:00+00:00,21,-134.4783
2021-01-06 10:30:00+00:00,22,-217.0241
2021-01-06 11:00:00+00:00,23,-226.3541
2021-01-06 11:30:00+00:00,24,65.6803
2021-01-06 12:00:00+00:00,25,427.0488
2021-01-06 12:30:00+00:00,26,405.3331
2021-01-06 13:00:00+00:00,27,-297.9108
2021-01-06 13:30:00+00:00,28,-634.1803
2021-01-06 14:00:00+00:00,29,-564.395
2021-01-06 14:30:00+00:00,30,-479.5506
2021-01-06 15:00:00+00:00,31,-492.5571
2021-01-06 15:30:00+00:00,32,-293.0748
2021-01-06 16:00:00+00:00,33,-528.3668
2021-01-06 16:30:00+00:00,34,-57.3326
2021-01-06 17:00:00+00:00,35,268.5667
2021-01-06 17:30:00+00:00,36,162.4042
2021-01-06 18:00:00+00:00,37,-215.7937
2021-01-06 18:30:00+00:00,38,-446.2709
2021-01-06 19:00:00+00:00,39,-85.7603
2021-01-06 19:30:00+00:00,40,-129.5665
2021-01-06 20:00:00+00:00,41,-177.8223
2021-01-06 20:30:00+00:00,42,28.6651
2021-01-06 21:00:00+00:00,43,468.4341
2021-01-06 21:30:00+00:00,44,443.5134
2021-01-06 22:00:00+00:00,45,305.5959
2021-01-06 22:30:00+00:00,46,83.9859
2021-01-06 23:00:00+00:00,47,179.3718
2021-01-06 23:30:00+00:00,48,495.3532
2021-01-07 00:00:00+00:00,1,470.8335
2021-01-07 00:30:00+00:00,2,765.2168
2021-01-07 01:00:00+00:00,3,347.523
2021-01-07 01:30:00+00:00,4,228.6144
2021-01-07 02:00:00+00:00,5,291.1667
2021-01-07 02:30:00+00:00,6,210.1311
2021-01-07 03:00:00+00:00,7,386.1863
2021-01-07 03:30:00+00:00,8,309.4747
2021-01-07 04:00:00+00:00,9,380.0248
2021-01-07 04:30:00+00:00,10,528.4092
2021-01-07 05:00:00+00:00,11,934.193
2021-01-07 05:30:00+00:00,12,848.4891
2021-01-07 06:00:00+00:00,13,1100.2762
2021-01-07 06:30:00+00:00,14,756.2922
2021-01-07 07:00:00+00:00,15,-119.2897
2021-01-07 07:30:00+00:00,16,158.8173
2021-01-07 08:00:00+00:00,17,213.9397
2021-01-07 08:30:00+00:00,18,174.92
2021-01-07 09:00:00+00:00,19,300.2061
2021-01-07 09:30:00+00:00,20,396.0664
2021-01-07 10:00:00+00:00,21,535.7
2021-01-07 10:30:00+00:00,22,362.528
2021-01-07 11:00:00+00:00,23,-99.9
2021-01-07 11:30:00+00:00,24,130.0415
2021-01-07 12:00:00+00:00,25,191.9694
2021-01-07 12:30:00+00:00,26,80.1804
2021-01-07 13:00:00+00:00,27,179.9242
2021-01-07 13:30:00+00:00,28,-141.8895
2021-01-07 14:00:00+00:00,29,130.8981
2021-01-07 14:30:00+00:00,30,153.2837
2021-01-07 15:00:00+00:00,31,244.4238
2021-01-07 15:30:00+00:00,32,-50.714
2021-01-07 16:00:00+00:00,33,19.3454
2021-01-07 16:30:00+00:00,34,477.5835
2021-01-07 17:00:00+00:00,35,554.1734
2021-01-07 17:30:00+00:00,36,515.9938
2021-01-07 18:00:00+00:00,37,171.8145
2021-01-07 18:30:00+00:00,38,-227.9943
2021-01-07 19:00:00+00:00,39,147.4668
2021-01-07 19:30:00+00:00,40,78.4054
2021-01-07 20:00:00+00:00,41,113.6948
2021-01-07 20:30:00+00:00,42,12.7468
2021-01-07 21:00:00+00:00,43,9.9691
2021-01-07 21:30:00+00:00,44,-56.8633
2021-01-07 22:00:00+00:00,45,147.0519
2021-01-07 22:30:00+00:00,46,220.3459
2021-01-07 23:00:00+00:00,47,310.935
2021-01-07 23:30:00+00:00,48,465.4751
2021-01-08 00:00:00+00:00,1,510.3539
2021-01-08 00:30:00+00:00,2,646.369
2021-01-08 01:00:00+00:00,3,767.377
2021-01-08 01:30:00+00:00,4,282.3116
2021-01-08 02:00:00+00:00,5,91.772
2021-01-08 02:30:00+00:00,6,182.773
2021-01-08 03:00:00+00:00,7,261.4499
2021-01-08 03:30:00+00:00,8,214.6916
2021-01-08 04:00:00+00:00,9,434.9708
2021-01-08 04:30:00+00:00,10,359.6029
2021-01-08 05:00:00+00:00,11,642.5066
2021-01-08 05:30:00+00:00,12,340.2035
2021-01-08 06:00:00+00:00,13,677.0365
2021-01-08 06:30:00+00:00,14,-23.7412
2021-01-08 07:00:00+00:00,15,-773.1203
2021-01-08 07:30:00+00:00,16,-269.5138
2021-01-08 08:00:00+00:00,17,-237.5685
2021-01-08 08:30:00+00:00,18,123.7491
2021-01-08 09:00:00+00:00,19,125.3452
2021-01-08 09:30:00+00:00,20,228.7915
2021-01-08 10:00:00+00:00,21,54.2366
2021-01-08 10:30:00+00:00,22,208.0167
2021-01-08 11:00:00+00:00,23,311.6417
2021-01-08 11:30:00+00:00,24,270.181
2021-01-08 12:00:00+00:00,25,232.3996
2021-01-08 12:30:00+00:00,26,244.6833
2021-01-08 13:00:00+00:00,27,151.256
2021-01-08 13:30:00+00:00,28,37.5981
2021-01-08 14:00:00+00:00,29,-34.1917
2021-01-08 14:30:00+00:00,30,-54.2603
2021-01-08 15:00:00+00:00,31,-229.7731
2021-01-08 15:30:00+00:00,32,-225.9911
2021-01-08 16:00:00+00:00,33,-174.9274
2021-01-08 16:30:00+00:00,34,-137.383
2021-01-08 17:00:00+00:00,35,23.6698
2021-01-08 17:30:00+00:00,36,-50.9765
2021-01-08 18:00:00+00:00,37,-72.6956
2021-01-08 18:30:00+00:00,38,-129.7918
2021-01-08 19:00:00+00:00,39,239.8015
2021-01-08 19:30:00+00:00,40,205.9458
2021-01-08 20:00:00+00:00,41,-42.4708
2021-01-08 20:30:00+00:00,42,12.8267
2021-01-08 21:00:00+00:00,43,298.3649
2021-01-08 21:30:00+00:00,44,126.0833
2021-01-08 22:00:00+00:00,45,89.275
2021-01-08 22:30:00+00:00,46,120.0071
2021-01-08 23:00:00+00:00,47,286.98
2021-01-08 23:30:00+00:00,48,319.2028
2021-01-09 00:00:00+00:00,1,177.0598
2021-01-09 00:30:00+00:00,2,651.0067
2021-01-09 01:00:00+00:00,3,742.2289
2021-01-09 01:30:00+00:00,4,542.2
2021-01-09 02:00:00+00:00,5,386.9056
2021-01-09 02:30:00+00:00,6,388.4416
2021-01-09 03:00:00+00:00,7,274.6641
2021-01-09 03:30:00+00:00,8,206.1866
2021-01-09 04:00:00+00:00,9,189.2344
2021-01-09 04:30:00+00:00,10,-9.05
2021-01-09 05:00:00+00:00,11,-84.7273
2021-01-09 05:30:00+00:00,12,188.983
2021-01-09 06:00:00+00:00,13,279.6271
2021-01-09 06:30:00+00:00,14,67.3535
2021-01-09 07:00:00+00:00,15,106.5191
2021-01-09 07:30:00+00:00,16,-467.5156
2021-01-09 08:00:00+00:00,17,-540.4571
2021-01-09 08:30:00+00:00,18,-360.3706
2021-01-09 09:00:00+00:00,19,-582.7799
2021-01-09 09:30:00+00:00,20,-371.3054
2021-01-09 10:00:00+00:00,21,-1.4965
2021-01-09 10:30:00+00:00,22,-92.2487
2021-01-09 11:00:00+00:00,23,-9.8756
2021-01-09 11:30:00+00:00,24,-22.543
2021-01-09 12:00:00+00:00,25,182.3227
2021-01-09 12:30:00+00:00,26,238.6682
2021-01-09 13:00:00+00:00,27,125.5709
2021-01-09 13:30:00+00:00,28,-32.6119
2021-01-09 14:00:00+00:00,29,38.2409
2021-01-09 14:30:00+00:00,30,18.9829
2021-01-09 15:00:00+00:00,31,-53.1862
2021-01-09 15:30:00+00:00,32,-190.3498
2021-01-09 16:00:00+00:00,33,-19.7147
2021-01-09 16:30:00+00:00,34,255.226
2021-01-09 17:00:00+00:00,35,199.4194
2021-01-09 17:30:00+00:00,36,295.2733
2021-01-09 18:00:00+00:00,37,487.6295
2021-01-09 18:30:00+00:00,38,447.9048
2021-01-09 19:00:00+00:00,39,283.4471
2021-01-09 19:30:00+00:00,40,47.6246
2021-01-09 20:00:00+00:00,41,-154.2873
2021-01-09 20:30:00+00:00,42,31.4617
2021-01-09 21:00:00+00:00,43,312.0408
2021-01-09 21:30:00+00:00,44,498.3817
2021-01-09 22:00:00+00:00,45,150.1407
2021-01-09 22:30:00+00:00,46,-121.147
2021-01-09 23:00:00+00:00,47,106.6127
2021-01-09 23:30:00+00:00,48,160.597
2021-01-10 00:00:00+00:00,1,203.3095
2021-01-10 00:30:00+00:00,2,460.0142
2021-01-10 01:00:00+00:00,3,262.4512
2021-01-10 01:30:00+00:00,4,166.2528
2021-01-10 02:00:00+00:00,5,313.6107
2021-01-10 02:30:00+00:00,6,364.951
2021-01-10 03:00:00+00:00,7,351.1166
2021-01-10 03:30:00+00:00,8,391.9498
2021-01-10 04:00:00+00:00,9,490.1766
2021-01-10 04:30:00+00:00,10,661.1749
2021-01-10 05:00:00+00:00,11,469.6681
2021-01-10 05:30:00+00:00,12,327.0225
2021-01-10 06:00:00+00:00,13,158.601
2021-01-10 06:30:00+00:00,14,11.0074
2021-01-10 07:00:00+00:00,15,-112.6693
2021-01-10 07:30:00+00:00,16,-75.7516
2021-01-10 08:00:00+00:00,17,-284.9734
2021-01-10 08:30:00+00:00,18,-116.818
2021-01-10 09:00:00+00:00,19,-431.9994
2021-01-10 09:30:00+00:00,20,-226.4253
2021-01-10 10:00:00+00:00,21,169.9529
2021-01-10 10:30:00+00:00,22,537.7012
2021-01-10 11:00:00+00:00,23,193.0384
2021-01-10 11:30:00+00:00,24,213.7543
2021-01-10 12:00:00+00:00,25,246.0674
2021-01-10 12:30:00+00:00,26,568.3278
2021-01-10 13:00:00+00:00,27,586.7956
2021-01-10 13:30:00+00:00,28,281.9183
2021-01-10 14:00:00+00:00,29,92.7919
2021-01-10 14:30:00+00:00,30,-200.9166
2021-01-10 15:00:00+00:00,31,-306.5231
2021-01-10 15:30:00+00:00,32,-175.603
2021-01-10 16:00:00+00:00,33,-140.6
2021-01-10 16:30:00+00:00,34,281.624
2021-01-10 17:00:00+00:00,35,45.4249
2021-01-10 17:30:00+00:00,36,-12.7566
2021-01-10 18:00:00+00:00,37,-17.5154
2021-01-10 18:30:00+00:00,38,-199.6101
2021-01-10 19:00:00+00:00,39,-791.7714
2021-01-10 19:30:00+00:00,40,-1144.5836
2021-01-10 20:00:00+00:00,41,-713.9271
2021-01-10 20:30:00+00:00,42,-551.3883
2021-01-10 21:00:00+00:00,43,-235.8744
2021-01-10 21:30:00+00:00,44,-398.4642
2021-01-10 22:00:00+00:00,45,-569.7947
2021-01-10 22:30:00+00:00,46,-338.6461
2021-01-10 23:00:00+00:00,47,-634.4458
2021-01-10 23:30:00+00:00,48,-493.9548
2021-01-11 00:00:00+00:00,1,269.102
2021-01-11 00:30:00+00:00,2,293.5962
2021-01-11 01:00:00+00:00,3,140.1501
2021-01-11 01:30:00+00:00,4,-254.3112
2021-01-11 02:00:00+00:00,5,-351.7784
2021-01-11 02:30:00+00:00,6,-263.3567
2021-01-11 03:00:00+00:00,7,279.7866
2021-01-11 03:30:00+00:00,8,73.9607
2021-01-11 04:00:00+00:00,9,283.2904
2021-01-11 04:30:00+00:00,10,296.8651
2021-01-11 05:00:00+00:00,11,133.4774
2021-01-11 05:30:00+00:00,12,19.0082
2021-01-11 06:00:00+00:00,13,375.7639
2021-01-11 06:30:00+00:00,14,416.7022
2021-01-11 07:00:00+00:00,15,317.5713
2021-01-11 07:30:00+00:00,16,241.7215
2021-01-11 08:00:00+00:00,17,310.1794
2021-01-11 08:30:00+00:00,18,658.3044
2021-01-11 09:00:00+00:00,19,364.9995
2021-01-11 09:30:00+00:00,20,227.7238
2021-01-11 10:00:00+00:00,21,129.7242
2021-01-11 10:30:00+00:00,22,71.9998
2021-01-11 11:00:00+00:00,23,158.8575
2021-01-11 11:30:00+00:00,24,167.9279
2021-01-11 12:00:00+00:00,25,266.9292
2021-01-11 12:30:00+00:00,26,253.1533
2021-01-11 13:00:00+00:00,27,-265.488
2021-01-11 13:30:00+00:00,28,-176.0619
2021-01-11 14:00:00+00:00,29,-252.2197
2021-01-11 14:30:00+00:00,30,-296.8855
2021-01-11 15:00:00+00:00,31,173.4768
2021-01-11 15:30:00+00:00,32,169.8061
2021-01-11 16:00:00+00:00,33,-376.786
2021-01-11 16:30:00+00:00,34,-132.7863
2021-01-11 17:00:00+00:00,35,-187.5741
2021-01-11 17:30:00+00:00,36,-140.3325
2021-01-11 18:00:00+00:00,37,-98.1794
2021-01-11 18:30:00+00:00,38,-176.6136
2021-01-11 19:00:00+00:00,39,-622.492
2021-01-11 19:30:00+00:00,40,-1208.391
2021-01-11 20:00:00+00:00,41,-783.4286
2021-01-11 20:30:00+00:00,42,-355.3619
2021-01-11 21:00:00+00:00,43,61.7204
2021-01-11 21:30:00+00:00,44,385.0722
2021-01-11 22:00:00+00:00,45,-59.978
2021-01-11 22:30:00+00:00,46,-118.5871
2021-01-11 23:00:00+00:00,47,-53.439
2021-01-11 23:30:00+00:00,48,63.0583
2021-01-12 00:00:00+00:00,1,93.3582
2021-01-12 00:30:00+00:00,2,521.8581
2021-01-12 01:00:00+00:00,3,370.1501
2021-01-12 01:30:00+00:00,4,-20.5928
2021-01-12 02:00:00+00:00,5,-431.0484
2021-01-12 02:30:00+00:00,6,-497.4911
2021-01-12 03:00:00+00:00,7,-263.5834
2021-01-12 03:30:00+00:00,8,-310.5024
2021-01-12 04:00:00+00:00,9,-366.5368
2021-01-12 04:30:00+00:00,10,-166.7059
2021-01-12 05:00:00+00:00,11,-32.7435
2021-01-12 05:30:00+00:00,12,-188.3892
2021-01-12 06:00:00+00:00,13,44.6514
2021-01-12 06:30:00+00:00,14,-340.1895
2021-01-12 07:00:00+00:00,15,-250.3273
2021-01-12 07:30:00+00:00,16,-331.3823
2021-01-12 08:00:00+00:00,17,-230.2933
2021-01-12 08:30:00+00:00,18,390.1127
2021-01-12 09:00:00+00:00,19,76.3095
2021-01-12 09:30:00+00:00,20,111.4146
2021-01-12 10:00:00+00:00,21,-96.9833
2021-01-12 10:30:00+00:00,22,50.3709
2021-01-12 11:00:00+00:00,23,-301.133
2021-01-12 11:30:00+00:00,24,-222.6136
2021-01-12 12:00:00+00:00,25,-7.3085
2021-01-12 12:30:00+00:00,26,-16.775
2021-01-12 13:00:00+00:00,27,-57.13
2021-01-12 13:30:00+00:00,28,-365.3189
2021-01-12 14:00:00+00:00,29,139.7049
2021-01-12 14:30:00+00:00,30,-45.9873
2021-01-12 15:00:00+00:00,31,-304.6199
2021-01-12 15:30:00+00:00,32,-442.5043
2021-01-12 16:00:00+00:00,33,-552.6763
2021-01-12 16:30:00+00:00,34,-179.4592
2021-01-12 17:00:00+00:00,35,196.1726
2021-01-12 17:30:00+00:00,36,189.7124
2021-01-12 18:00:00+00:00,37,-253.5461
2021-01-12 18:30:00+00:00,38,-386.2065
2021-01-12 19:00:00+00:00,39,-248.0271
2021-01-12 19:30:00+00:00,40,-335.4015
2021-01-12 20:00:00+00:00,41,-178.0767
2021-01-12 20:30:00+00:00,42,-362.9468
2021-01-12 21:00:00+00:00,43,-150.0842
2021-01-12 21:30:00+00:00,44,-105.229
2021-01-12 22:00:00+00:00,45,-98.4301
