local_datetime,settlementPeriod,quantity
2020-01-01 00:00:00+00:00,1,24897
2020-01-01 00:30:00+00:00,2,24701
2020-01-01 01:00:00+00:00,3,24307
2020-01-01 01:30:00+00:00,4,23833
2020-01-01 02:00:00+00:00,5,23557
2020-01-01 02:30:00+00:00,6,23355
2020-01-01 03:00:00+00:00,7,23297
2020-01-01 03:30:00+00:00,8,23240
2020-01-01 04:00:00+00:00,9,23181
2020-01-01 04:30:00+00:00,10,23119
2020-01-01 05:00:00+00:00,11,23089
2020-01-01 05:30:00+00:00,12,23052
2020-01-01 06:00:00+00:00,13,23062
2020-01-01 06:30:00+00:00,14,23061
2020-01-01 07:00:00+00:00,15,22838
2020-01-01 07:30:00+00:00,16,22975
2020-01-01 08:00:00+00:00,17,23110
2020-01-01 08:30:00+00:00,18,23498
2020-01-01 09:00:00+00:00,19,25030
2020-01-01 09:30:00+00:00,20,26281
2020-01-01 10:00:00+00:00,21,27586
2020-01-01 10:30:00+00:00,22,28877
2020-01-01 11:00:00+00:00,23,29589
2020-01-01 11:30:00+00:00,24,30809
2020-01-01 12:00:00+00:00,25,31782
2020-01-01 12:30:00+00:00,26,31832
2020-01-01 13:00:00+00:00,27,31782
2020-01-01 13:30:00+00:00,28,31742
2020-01-01 14:00:00+00:00,29,31747
2020-01-01 14:30:00+00:00,30,31800
2020-01-01 15:00:00+00:00,31,31948
2020-01-01 15:30:00+00:00,32,32042
2020-01-01 16:00:00+00:00,33,32317
2020-01-01 16:30:00+00:00,34,32617
2020-01-01 17:00:00+00:00,35,32983
2020-01-01 17:30:00+00:00,36,33298
2020-01-01 18:00:00+00:00,37,33526
2020-01-01 18:30:00+00:00,38,33647
2020-01-01 19:00:00+00:00,39,32431
2020-01-01 19:30:00+00:00,40,31339
2020-01-01 20:00:00+00:00,41,30883
2020-01-01 20:30:00+00:00,42,30618
2020-01-01 21:00:00+00:00,43,29489
2020-01-01 21:30:00+00:00,44,28372
2020-01-01 22:00:00+00:00,45,28025
2020-01-01 22:30:00+00:00,46,27943
2020-01-01 23:00:00+00:00,47,26950
2020-01-01 23:30:00+00:00,48,26629
2020-01-02 00:00:00+00:00,1,24584
2020-01-02 00:30:00+00:00,2,24830
2020-01-02 01:00:00+00:00,3,25029
2020-01-02 01:30:00+00:00,4,25225
2020-01-02 02:00:00+00:00,5,25448
2020-01-02 02:30:00+00:00,6,25730
2020-01-02 03:00:00+00:00,7,25963
2020-01-02 03:30:00+00:00,8,26181
2020-01-02 04:00:00+00:00,9,26413
2020-01-02 04:30:00+00:00,10,26659
2020-01-02 05:00:00+00:00,11,27115
2020-01-02 05:30:00+00:00,12,27940
2020-01-02 06:00:00+00:00,13,29700
2020-01-02 06:30:00+00:00,14,33225
2020-01-02 07:00:00+00:00,15,36965
2020-01-02 07:30:00+00:00,16,37695
2020-01-02 08:00:00+00:00,17,38304
2020-01-02 08:30:00+00:00,18,38588
2020-01-02 09:00:00+00:00,19,39024
2020-01-02 09:30:00+00:00,20,39454
2020-01-02 10:00:00+00:00,21,39808
2020-01-02 10:30:00+00:00,22,40070
2020-01-02 11:00:00+00:00,23,40242
2020-01-02 11:30:00+00:00,24,40423
2020-01-02 12:00:00+00:00,25,40344
2020-01-02 12:30:00+00:00,26,40389
2020-01-02 13:00:00+00:00,27,40392
2020-01-02 13:30:00+00:00,28,40341
2020-01-02 14:00:00+00:00,29,40244
2020-01-02 14:30:00+00:00,30,40142
2020-01-02 15:00:00+00:00,31,40212
2020-01-02 15:30:00+00:00,32,40188
2020-01-02 16:00:00+00:00,33,40363
2020-01-02 16:30:00+00:00,34,40508
2020-01-02 17:00:00+00:00,35,40524
2020-01-02 17:30:00+00:00,36,40515
2020-01-02 18:00:00+00:00,37,40400
2020-01-02 18:30:00+00:00,38,39995
2020-01-02 19:00:00+00:00,39,38835
2020-01-02 19:30:00+00:00,40,37489
2020-01-02 20:00:00+00:00,41,36404
2020-01-02 20:30:00+00:00,42,35719
2020-01-02 21:00:00+00:00,43,34780
2020-01-02 21:30:00+00:00,44,34118
2020-01-02 22:00:00+00:00,45,33726
2020-01-02 22:30:00+00:00,46,32853
2020-01-02 23:00:00+00:00,47,31504
2020-01-02 23:30:00+00:00,48,31270
2020-01-03 00:00:00+00:00,1,27675
2020-01-03 00:30:00+00:00,2,27514
2020-01-03 01:00:00+00:00,3,27345
2020-01-03 01:30:00+00:00,4,27174
2020-01-03 02:00:00+00:00,5,26934
2020-01-03 02:30:00+00:00,6,26724
2020-01-03 03:00:00+00:00,7,26556
2020-01-03 03:30:00+00:00,8,26419
2020-01-03 04:00:00+00:00,9,26322
2020-01-03 04:30:00+00:00,10,26239
2020-01-03 05:00:00+00:00,11,26447
2020-01-03 05:30:00+00:00,12,26910
2020-01-03 06:00:00+00:00,13,28284
2020-01-03 06:30:00+00:00,14,30836
2020-01-03 07:00:00+00:00,15,34013
2020-01-03 07:30:00+00:00,16,35676
2020-01-03 08:00:00+00:00,17,36385
2020-01-03 08:30:00+00:00,18,36953
2020-01-03 09:00:00+00:00,19,37502
2020-01-03 09:30:00+00:00,20,38088
2020-01-03 10:00:00+00:00,21,38864
2020-01-03 10:30:00+00:00,22,39372
2020-01-03 11:00:00+00:00,23,39794
2020-01-03 11:30:00+00:00,24,40206
2020-01-03 12:00:00+00:00,25,40337
2020-01-03 12:30:00+00:00,26,40427
2020-01-03 13:00:00+00:00,27,40298
2020-01-03 13:30:00+00:00,28,40011
2020-01-03 14:00:00+00:00,29,39671
2020-01-03 14:30:00+00:00,30,39536
2020-01-03 15:00:00+00:00,31,39344
2020-01-03 15:30:00+00:00,32,39346
2020-01-03 16:00:00+00:00,33,40140
2020-01-03 16:30:00+00:00,34,40400
2020-01-03 17:00:00+00:00,35,40541
2020-01-03 17:30:00+00:00,36,40620
2020-01-03 18:00:00+00:00,37,40683
2020-01-03 18:30:00+00:00,38,40722
2020-01-03 19:00:00+00:00,39,39578
2020-01-03 19:30:00+00:00,40,37993
2020-01-03 20:00:00+00:00,41,36614
2020-01-03 20:30:00+00:00,42,35797
2020-01-03 21:00:00+00:00,43,35123
2020-01-03 21:30:00+00:00,44,34571
2020-01-03 22:00:00+00:00,45,33298
2020-01-03 22:30:00+00:00,46,31730
2020-01-03 23:00:00+00:00,47,30991
2020-01-03 23:30:00+00:00,48,29812
2020-01-04 00:00:00+00:00,1,28624
2020-01-04 00:30:00+00:00,2,28622
2020-01-04 01:00:00+00:00,3,28593
2020-01-04 01:30:00+00:00,4,28550
2020-01-04 02:00:00+00:00,5,28500
2020-01-04 02:30:00+00:00,6,28492
2020-01-04 03:00:00+00:00,7,28396
2020-01-04 03:30:00+00:00,8,28250
2020-01-04 04:00:00+00:00,9,28112
2020-01-04 04:30:00+00:00,10,28005
2020-01-04 05:00:00+00:00,11,27835
2020-01-04 05:30:00+00:00,12,27651
2020-01-04 06:00:00+00:00,13,27670
2020-01-04 06:30:00+00:00,14,28105
2020-01-04 07:00:00+00:00,15,29190
2020-01-04 07:30:00+00:00,16,29375
2020-01-04 08:00:00+00:00,17,30124
2020-01-04 08:30:00+00:00,18,30683
2020-01-04 09:00:00+00:00,19,31617
2020-01-04 09:30:00+00:00,20,32728
2020-01-04 10:00:00+00:00,21,33685
2020-01-04 10:30:00+00:00,22,33979
2020-01-04 11:00:00+00:00,23,33948
2020-01-04 11:30:00+00:00,24,33897
2020-01-04 12:00:00+00:00,25,33819
2020-01-04 12:30:00+00:00,26,33749
2020-01-04 13:00:00+00:00,27,33515
2020-01-04 13:30:00+00:00,28,33315
2020-01-04 14:00:00+00:00,29,33359
2020-01-04 14:30:00+00:00,30,33848
2020-01-04 15:00:00+00:00,31,34485
2020-01-04 15:30:00+00:00,32,35264
2020-01-04 16:00:00+00:00,33,35854
2020-01-04 16:30:00+00:00,34,36003
2020-01-04 17:00:00+00:00,35,35842
2020-01-04 17:30:00+00:00,36,35656
2020-01-04 18:00:00+00:00,37,35557
2020-01-04 18:30:00+00:00,38,35285
2020-01-04 19:00:00+00:00,39,34882
2020-01-04 19:30:00+00:00,40,34589
2020-01-04 20:00:00+00:00,41,33772
2020-01-04 20:30:00+00:00,42,32632
2020-01-04 21:00:00+00:00,43,31684
2020-01-04 21:30:00+00:00,44,30738
2020-01-04 22:00:00+00:00,45,29471
2020-01-04 22:30:00+00:00,46,27978
2020-01-04 23:00:00+00:00,47,26228
2020-01-04 23:30:00+00:00,48,25488
2020-01-05 00:00:00+00:00,1,24243
2020-01-05 00:30:00+00:00,2,24343
2020-01-05 01:00:00+00:00,3,24428
2020-01-05 01:30:00+00:00,4,24483
2020-01-05 02:00:00+00:00,5,24517
2020-01-05 02:30:00+00:00,6,24594
2020-01-05 03:00:00+00:00,7,24721
2020-01-05 03:30:00+00:00,8,24894
2020-01-05 04:00:00+00:00,9,25051
2020-01-05 04:30:00+00:00,10,25174
2020-01-05 05:00:00+00:00,11,25406
2020-01-05 05:30:00+00:00,12,25678
2020-01-05 06:00:00+00:00,13,25956
2020-01-05 06:30:00+00:00,14,26443
2020-01-05 07:00:00+00:00,15,27391
2020-01-05 07:30:00+00:00,16,28419
2020-01-05 08:00:00+00:00,17,29368
2020-01-05 08:30:00+00:00,18,29915
2020-01-05 09:00:00+00:00,19,30255
2020-01-05 09:30:00+00:00,20,30579
2020-01-05 10:00:00+00:00,21,30855
2020-01-05 10:30:00+00:00,22,31301
2020-01-05 11:00:00+00:00,23,32607
2020-01-05 11:30:00+00:00,24,33763
2020-01-05 12:00:00+00:00,25,33664
2020-01-05 12:30:00+00:00,26,33660
2020-01-05 13:00:00+00:00,27,33630
2020-01-05 13:30:00+00:00,28,33593
2020-01-05 14:00:00+00:00,29,33500
2020-01-05 14:30:00+00:00,30,33710
2020-01-05 15:00:00+00:00,31,33999
2020-01-05 15:30:00+00:00,32,34191
2020-01-05 16:00:00+00:00,33,35288
2020-01-05 16:30:00+00:00,34,35408
2020-01-05 17:00:00+00:00,35,35592
2020-01-05 17:30:00+00:00,36,35657
2020-01-05 18:00:00+00:00,37,35620
2020-01-05 18:30:00+00:00,38,35722
2020-01-05 19:00:00+00:00,39,35424
2020-01-05 19:30:00+00:00,40,34876
2020-01-05 20:00:00+00:00,41,33783
2020-01-05 20:30:00+00:00,42,32495
2020-01-05 21:00:00+00:00,43,30433
2020-01-05 21:30:00+00:00,44,29345
2020-01-05 22:00:00+00:00,45,28704
2020-01-05 22:30:00+00:00,46,27616
2020-01-05 23:00:00+00:00,47,27015
2020-01-05 23:30:00+00:00,48,27477
2020-01-06 00:00:00+00:00,1,26984
2020-01-06 00:30:00+00:00,2,27096
2020-01-06 01:00:00+00:00,3,27202
2020-01-06 01:30:00+00:00,4,27318
2020-01-06 02:00:00+00:00,5,27442
2020-01-06 02:30:00+00:00,6,27603
2020-01-06 03:00:00+00:00,7,27809
2020-01-06 03:30:00+00:00,8,28061
2020-01-06 04:00:00+00:00,9,28313
2020-01-06 04:30:00+00:00,10,28576
2020-01-06 05:00:00+00:00,11,28887
2020-01-06 05:30:00+00:00,12,29651
2020-01-06 06:00:00+00:00,13,31963
2020-01-06 06:30:00+00:00,14,35415
2020-01-06 07:00:00+00:00,15,38491
2020-01-06 07:30:00+00:00,16,39750
2020-01-06 08:00:00+00:00,17,40311
2020-01-06 08:30:00+00:00,18,40797
2020-01-06 09:00:00+00:00,19,41310
2020-01-06 09:30:00+00:00,20,41701
2020-01-06 10:00:00+00:00,21,41911
2020-01-06 10:30:00+00:00,22,42056
2020-01-06 11:00:00+00:00,23,42033
2020-01-06 11:30:00+00:00,24,42007
2020-01-06 12:00:00+00:00,25,41701
2020-01-06 12:30:00+00:00,26,41554
2020-01-06 13:00:00+00:00,27,41400
2020-01-06 13:30:00+00:00,28,41242
2020-01-06 14:00:00+00:00,29,40946
2020-01-06 14:30:00+00:00,30,41000
2020-01-06 15:00:00+00:00,31,41056
2020-01-06 15:30:00+00:00,32,41239
2020-01-06 16:00:00+00:00,33,41861
2020-01-06 16:30:00+00:00,34,42207
2020-01-06 17:00:00+00:00,35,42491
2020-01-06 17:30:00+00:00,36,42370
2020-01-06 18:00:00+00:00,37,42065
2020-01-06 18:30:00+00:00,38,41896
2020-01-06 19:00:00+00:00,39,41214
2020-01-06 19:30:00+00:00,40,40081
2020-01-06 20:00:00+00:00,41,39073
2020-01-06 20:30:00+00:00,42,37523
2020-01-06 21:00:00+00:00,43,35236
2020-01-06 21:30:00+00:00,44,33754
2020-01-06 22:00:00+00:00,45,32138
2020-01-06 22:30:00+00:00,46,30271
2020-01-06 23:00:00+00:00,47,27417
2020-01-06 23:30:00+00:00,48,26123
2020-01-07 00:00:00+00:00,1,26600
2020-01-07 00:30:00+00:00,2,26510
2020-01-07 01:00:00+00:00,3,26427
2020-01-07 01:30:00+00:00,4,26420
2020-01-07 02:00:00+00:00,5,26506
2020-01-07 02:30:00+00:00,6,26655
2020-01-07 03:00:00+00:00,7,26903
2020-01-07 03:30:00+00:00,8,27122
2020-01-07 04:00:00+00:00,9,27238
2020-01-07 04:30:00+00:00,10,27266
2020-01-07 05:00:00+00:00,11,27476
2020-01-07 05:30:00+00:00,12,28105
2020-01-07 06:00:00+00:00,13,29540
2020-01-07 06:30:00+00:00,14,33016
2020-01-07 07:00:00+00:00,15,36365
2020-01-07 07:30:00+00:00,16,37846
2020-01-07 08:00:00+00:00,17,38628
2020-01-07 08:30:00+00:00,18,39191
2020-01-07 09:00:00+00:00,19,39747
2020-01-07 09:30:00+00:00,20,40342
2020-01-07 10:00:00+00:00,21,40825
2020-01-07 10:30:00+00:00,22,41184
2020-01-07 11:00:00+00:00,23,41409
2020-01-07 11:30:00+00:00,24,41574
2020-01-07 12:00:00+00:00,25,41411
2020-01-07 12:30:00+00:00,26,41437
2020-01-07 13:00:00+00:00,27,41411
2020-01-07 13:30:00+00:00,28,41386
2020-01-07 14:00:00+00:00,29,41345
2020-01-07 14:30:00+00:00,30,41429
2020-01-07 15:00:00+00:00,31,41495
2020-01-07 15:30:00+00:00,32,41499
2020-01-07 16:00:00+00:00,33,41851
2020-01-07 16:30:00+00:00,34,42068
2020-01-07 17:00:00+00:00,35,42193
2020-01-07 17:30:00+00:00,36,42255
2020-01-07 18:00:00+00:00,37,42274
2020-01-07 18:30:00+00:00,38,42021
2020-01-07 19:00:00+00:00,39,40315
2020-01-07 19:30:00+00:00,40,38604
2020-01-07 20:00:00+00:00,41,37700
2020-01-07 20:30:00+00:00,42,36572
2020-01-07 21:00:00+00:00,43,35132
2020-01-07 21:30:00+00:00,44,34310
2020-01-07 22:00:00+00:00,45,33594
2020-01-07 22:30:00+00:00,46,33139
2020-01-07 23:00:00+00:00,47,31704
2020-01-07 23:30:00+00:00,48,30804
2020-01-08 00:00:00+00:00,1,30084
2020-01-08 00:30:00+00:00,2,29889
2020-01-08 01:00:00+00:00,3,29661
2020-01-08 01:30:00+00:00,4,29424
2020-01-08 02:00:00+00:00,5,29161
2020-01-08 02:30:00+00:00,6,28877
2020-01-08 03:00:00+00:00,7,28607
2020-01-08 03:30:00+00:00,8,28480
2020-01-08 04:00:00+00:00,9,28412
2020-01-08 04:30:00+00:00,10,28273
2020-01-08 05:00:00+00:00,11,28284
2020-01-08 05:30:00+00:00,12,28790
2020-01-08 06:00:00+00:00,13,30955
2020-01-08 06:30:00+00:00,14,36404
2020-01-08 07:00:00+00:00,15,41231
2020-01-08 07:30:00+00:00,16,42945
2020-01-08 08:00:00+00:00,17,44074
2020-01-08 08:30:00+00:00,18,44537
2020-01-08 09:00:00+00:00,19,44805
2020-01-08 09:30:00+00:00,20,44959
2020-01-08 10:00:00+00:00,21,45003
2020-01-08 10:30:00+00:00,22,45027
2020-01-08 11:00:00+00:00,23,45052
2020-01-08 11:30:00+00:00,24,45124
2020-01-08 12:00:00+00:00,25,45283
2020-01-08 12:30:00+00:00,26,45009
2020-01-08 13:00:00+00:00,27,44389
2020-01-08 13:30:00+00:00,28,43875
2020-01-08 14:00:00+00:00,29,43557
2020-01-08 14:30:00+00:00,30,43458
2020-01-08 15:00:00+00:00,31,43465
2020-01-08 15:30:00+00:00,32,43331
2020-01-08 16:00:00+00:00,33,43469
2020-01-08 16:30:00+00:00,34,43395
2020-01-08 17:00:00+00:00,35,43250
2020-01-08 17:30:00+00:00,36,43033
2020-01-08 18:00:00+00:00,37,42862
2020-01-08 18:30:00+00:00,38,42712
2020-01-08 19:00:00+00:00,39,42026
2020-01-08 19:30:00+00:00,40,41531
2020-01-08 20:00:00+00:00,41,40705
2020-01-08 20:30:00+00:00,42,39917
2020-01-08 21:00:00+00:00,43,38884
2020-01-08 21:30:00+00:00,44,37269
2020-01-08 22:00:00+00:00,45,34800
2020-01-08 22:30:00+00:00,46,32617
2020-01-08 23:00:00+00:00,47,28150
2020-01-08 23:30:00+00:00,48,24410
2020-01-09 00:00:00+00:00,1,24878
2020-01-09 00:30:00+00:00,2,25313
2020-01-09 01:00:00+00:00,3,25920
2020-01-09 01:30:00+00:00,4,26771
2020-01-09 02:00:00+00:00,5,27392
2020-01-09 02:30:00+00:00,6,27856
2020-01-09 03:00:00+00:00,7,28233
2020-01-09 03:30:00+00:00,8,28533
2020-01-09 04:00:00+00:00,9,28807
2020-01-09 04:30:00+00:00,10,28989
2020-01-09 05:00:00+00:00,11,29277
2020-01-09 05:30:00+00:00,12,30070
2020-01-09 06:00:00+00:00,13,32203
2020-01-09 06:30:00+00:00,14,35639
2020-01-09 07:00:00+00:00,15,39983
2020-01-09 07:30:00+00:00,16,41007
2020-01-09 08:00:00+00:00,17,41273
2020-01-09 08:30:00+00:00,18,41486
2020-01-09 09:00:00+00:00,19,41780
2020-01-09 09:30:00+00:00,20,41968
2020-01-09 10:00:00+00:00,21,42127
2020-01-09 10:30:00+00:00,22,42340
2020-01-09 11:00:00+00:00,23,42455
2020-01-09 11:30:00+00:00,24,42410
2020-01-09 12:00:00+00:00,25,42377
2020-01-09 12:30:00+00:00,26,42439
2020-01-09 13:00:00+00:00,27,42233
2020-01-09 13:30:00+00:00,28,41767
2020-01-09 14:00:00+00:00,29,41512
2020-01-09 14:30:00+00:00,30,41501
2020-01-09 15:00:00+00:00,31,42040
2020-01-09 15:30:00+00:00,32,42188
2020-01-09 16:00:00+00:00,33,42731
2020-01-09 16:30:00+00:00,34,42771
2020-01-09 17:00:00+00:00,35,42895
2020-01-09 17:30:00+00:00,36,42891
2020-01-09 18:00:00+00:00,37,42852
2020-01-09 18:30:00+00:00,38,42892
2020-01-09 19:00:00+00:00,39,42040
2020-01-09 19:30:00+00:00,40,40785
2020-01-09 20:00:00+00:00,41,38979
2020-01-09 20:30:00+00:00,42,37399
2020-01-09 21:00:00+00:00,43,36060
2020-01-09 21:30:00+00:00,44,33951
2020-01-09 22:00:00+00:00,45,31816
2020-01-09 22:30:00+00:00,46,30106
2020-01-09 23:00:00+00:00,47,25335
2020-01-09 23:30:00+00:00,48,25132
2020-01-10 00:00:00+00:00,1,25285
2020-01-10 00:30:00+00:00,2,25247
2020-01-10 01:00:00+00:00,3,25302
2020-01-10 01:30:00+00:00,4,25444
2020-01-10 02:00:00+00:00,5,25631
2020-01-10 02:30:00+00:00,6,25836
2020-01-10 03:00:00+00:00,7,25999
2020-01-10 03:30:00+00:00,8,26166
2020-01-10 04:00:00+00:00,9,26353
2020-01-10 04:30:00+00:00,10,26615
2020-01-10 05:00:00+00:00,11,27050
2020-01-10 05:30:00+00:00,12,27654
2020-01-10 06:00:00+00:00,13,29345
2020-01-10 06:30:00+00:00,14,32725
2020-01-10 07:00:00+00:00,15,36869
2020-01-10 07:30:00+00:00,16,37275
2020-01-10 08:00:00+00:00,17,37372
2020-01-10 08:30:00+00:00,18,37476
2020-01-10 09:00:00+00:00,19,37995
2020-01-10 09:30:00+00:00,20,38631
2020-01-10 10:00:00+00:00,21,39264
2020-01-10 10:30:00+00:00,22,39848
2020-01-10 11:00:00+00:00,23,40327
2020-01-10 11:30:00+00:00,24,40635
2020-01-10 12:00:00+00:00,25,40249
2020-01-10 12:30:00+00:00,26,39730
2020-01-10 13:00:00+00:00,27,39146
2020-01-10 13:30:00+00:00,28,38768
2020-01-10 14:00:00+00:00,29,38576
2020-01-10 14:30:00+00:00,30,38370
2020-01-10 15:00:00+00:00,31,38142
2020-01-10 15:30:00+00:00,32,38181
2020-01-10 16:00:00+00:00,33,38997
2020-01-10 16:30:00+00:00,34,39964
2020-01-10 17:00:00+00:00,35,40484
2020-01-10 17:30:00+00:00,36,40948
2020-01-10 18:00:00+00:00,37,41373
2020-01-10 18:30:00+00:00,38,41372
2020-01-10 19:00:00+00:00,39,39637
2020-01-10 19:30:00+00:00,40,38493
2020-01-10 20:00:00+00:00,41,37837
2020-01-10 20:30:00+00:00,42,37467
2020-01-10 21:00:00+00:00,43,36956
2020-01-10 21:30:00+00:00,44,36364
2020-01-10 22:00:00+00:00,45,35393
2020-01-10 22:30:00+00:00,46,34657
2020-01-10 23:00:00+00:00,47,32603
2020-01-10 23:30:00+00:00,48,31564
2020-01-11 00:00:00+00:00,1,26732
2020-01-11 00:30:00+00:00,2,26802
2020-01-11 01:00:00+00:00,3,26835
2020-01-11 01:30:00+00:00,4,26912
2020-01-11 02:00:00+00:00,5,27025
2020-01-11 02:30:00+00:00,6,27163
2020-01-11 03:00:00+00:00,7,27286
2020-01-11 03:30:00+00:00,8,27408
2020-01-11 04:00:00+00:00,9,27493
2020-01-11 04:30:00+00:00,10,27551
2020-01-11 05:00:00+00:00,11,27732
2020-01-11 05:30:00+00:00,12,28101
2020-01-11 06:00:00+00:00,13,28420
2020-01-11 06:30:00+00:00,14,29186
2020-01-11 07:00:00+00:00,15,30771
2020-01-11 07:30:00+00:00,16,31266
2020-01-11 08:00:00+00:00,17,31952
2020-01-11 08:30:00+00:00,18,32696
2020-01-11 09:00:00+00:00,19,33227
2020-01-11 09:30:00+00:00,20,33465
2020-01-11 10:00:00+00:00,21,33636
2020-01-11 10:30:00+00:00,22,33773
2020-01-11 11:00:00+00:00,23,33612
2020-01-11 11:30:00+00:00,24,33432
2020-01-11 12:00:00+00:00,25,33314
2020-01-11 12:30:00+00:00,26,33217
2020-01-11 13:00:00+00:00,27,33301
2020-01-11 13:30:00+00:00,28,33511
2020-01-11 14:00:00+00:00,29,34046
2020-01-11 14:30:00+00:00,30,34534
2020-01-11 15:00:00+00:00,31,35064
2020-01-11 15:30:00+00:00,32,35283
2020-01-11 16:00:00+00:00,33,36198
2020-01-11 16:30:00+00:00,34,36471
2020-01-11 17:00:00+00:00,35,36399
2020-01-11 17:30:00+00:00,36,36165
2020-01-11 18:00:00+00:00,37,35847
2020-01-11 18:30:00+00:00,38,35496
2020-01-11 19:00:00+00:00,39,34926
2020-01-11 19:30:00+00:00,40,34301
2020-01-11 20:00:00+00:00,41,33203
2020-01-11 20:30:00+00:00,42,31670
2020-01-11 21:00:00+00:00,43,30529
2020-01-11 21:30:00+00:00,44,29957
2020-01-11 22:00:00+00:00,45,29157
2020-01-11 22:30:00+00:00,46,28127
2020-01-11 23:00:00+00:00,47,25711
2020-01-11 23:30:00+00:00,48,24686
2020-01-12 00:00:00+00:00,1,24011
2020-01-12 00:30:00+00:00,2,23748
2020-01-12 01:00:00+00:00,3,23470
2020-01-12 01:30:00+00:00,4,23218
2020-01-12 02:00:00+00:00,5,23125
2020-01-12 02:30:00+00:00,6,23044
2020-01-12 03:00:00+00:00,7,23080
2020-01-12 03:30:00+00:00,8,23185
2020-01-12 04:00:00+00:00,9,23300
2020-01-12 04:30:00+00:00,10,23402
2020-01-12 05:00:00+00:00,11,23491
2020-01-12 05:30:00+00:00,12,23538
2020-01-12 06:00:00+00:00,13,23758
2020-01-12 06:30:00+00:00,14,24424
2020-01-12 07:00:00+00:00,15,25360
2020-01-12 07:30:00+00:00,16,26658
2020-01-12 08:00:00+00:00,17,27783
2020-01-12 08:30:00+00:00,18,28832
2020-01-12 09:00:00+00:00,19,30263
2020-01-12 09:30:00+00:00,20,31774
2020-01-12 10:00:00+00:00,21,33583
2020-01-12 10:30:00+00:00,22,34724
2020-01-12 11:00:00+00:00,23,35208
2020-01-12 11:30:00+00:00,24,35774
2020-01-12 12:00:00+00:00,25,36087
2020-01-12 12:30:00+00:00,26,36305
2020-01-12 13:00:00+00:00,27,36505
2020-01-12 13:30:00+00:00,28,36632
2020-01-12 14:00:00+00:00,29,37594
2020-01-12 14:30:00+00:00,30,37928
2020-01-12 15:00:00+00:00,31,37892
2020-01-12 15:30:00+00:00,32,37844
2020-01-12 16:00:00+00:00,33,38560
2020-01-12 16:30:00+00:00,34,38319
2020-01-12 17:00:00+00:00,35,38108
2020-01-12 17:30:00+00:00,36,37960
2020-01-12 18:00:00+00:00,37,37812
2020-01-12 18:30:00+00:00,38,37702
2020-01-12 19:00:00+00:00,39,37455
2020-01-12 19:30:00+00:00,40,37069
2020-01-12 20:00:00+00:00,41,35674
2020-01-12 20:30:00+00:00,42,33855
2020-01-12 21:00:00+00:00,43,32298
2020-01-12 21:30:00+00:00,44,30679
2020-01-12 22:00:00+00:00,45,29386
2020-01-12 22:30:00+00:00,46,28664
2020-01-12 23:00:00+00:00,47,27211
2020-01-12 23:30:00+00:00,48,26326
2020-01-13 00:00:00+00:00,1,24732
2020-01-13 00:30:00+00:00,2,24861
2020-01-13 01:00:00+00:00,3,25058
2020-01-13 01:30:00+00:00,4,25329
2020-01-13 02:00:00+00:00,5,25524
2020-01-13 02:30:00+00:00,6,25659
2020-01-13 03:00:00+00:00,7,25845
2020-01-13 03:30:00+00:00,8,26044
2020-01-13 04:00:00+00:00,9,26237
2020-01-13 04:30:00+00:00,10,26428
2020-01-13 05:00:00+00:00,11,27187
2020-01-13 05:30:00+00:00,12,28506
2020-01-13 06:00:00+00:00,13,30578
2020-01-13 06:30:00+00:00,14,34449
2020-01-13 07:00:00+00:00,15,38970
2020-01-13 07:30:00+00:00,16,40182
2020-01-13 08:00:00+00:00,17,41039
2020-01-13 08:30:00+00:00,18,41808
2020-01-13 09:00:00+00:00,19,42595
2020-01-13 09:30:00+00:00,20,43438
2020-01-13 10:00:00+00:00,21,44091
2020-01-13 10:30:00+00:00,22,44573
2020-01-13 11:00:00+00:00,23,43818
2020-01-13 11:30:00+00:00,24,43452
2020-01-13 12:00:00+00:00,25,43370
2020-01-13 12:30:00+00:00,26,43074
2020-01-13 13:00:00+00:00,27,42628
2020-01-13 13:30:00+00:00,28,42137
2020-01-13 14:00:00+00:00,29,41360
2020-01-13 14:30:00+00:00,30,40800
2020-01-13 15:00:00+00:00,31,40651
2020-01-13 15:30:00+00:00,32,40988
2020-01-13 16:00:00+00:00,33,41345
2020-01-13 16:30:00+00:00,34,41830
2020-01-13 17:00:00+00:00,35,42142
2020-01-13 17:30:00+00:00,36,42373
2020-01-13 18:00:00+00:00,37,42340
2020-01-13 18:30:00+00:00,38,42486
2020-01-13 19:00:00+00:00,39,40717
2020-01-13 19:30:00+00:00,40,38335
2020-01-13 20:00:00+00:00,41,36869
2020-01-13 20:30:00+00:00,42,35393
2020-01-13 21:00:00+00:00,43,33777
2020-01-13 21:30:00+00:00,44,32879
2020-01-13 22:00:00+00:00,45,32142
2020-01-13 22:30:00+00:00,46,32341
2020-01-13 23:00:00+00:00,47,32562
2020-01-13 23:30:00+00:00,48,32085
2020-01-14 00:00:00+00:00,1,28746
2020-01-14 00:30:00+00:00,2,28667
2020-01-14 01:00:00+00:00,3,28530
2020-01-14 01:30:00+00:00,4,28439
2020-01-14 02:00:00+00:00,5,28349
2020-01-14 02:30:00+00:00,6,28273
2020-01-14 03:00:00+00:00,7,28161
2020-01-14 03:30:00+00:00,8,28051
2020-01-14 04:00:00+00:00,9,27944
2020-01-14 04:30:00+00:00,10,27839
2020-01-14 05:00:00+00:00,11,27829
