local_datetime,settlementPeriod,imbalancePriceAmountGBP
2021-02-02 12:30:00+00:00,26,76
2021-02-02 13:00:00+00:00,27,40.4
2021-02-02 13:30:00+00:00,28,40.4
2021-02-02 14:00:00+00:00,29,40.15
2021-02-02 14:30:00+00:00,30,40.4
2021-02-02 15:00:00+00:00,31,45
2021-02-02 15:30:00+00:00,32,40.45
2021-02-02 16:00:00+00:00,33,89
2021-02-02 16:30:00+00:00,34,93
2021-02-02 17:00:00+00:00,35,94
2021-02-02 17:30:00+00:00,36,93
2021-02-02 18:00:00+00:00,37,83
2021-02-02 18:30:00+00:00,38,80
2021-02-02 19:00:00+00:00,39,41
2021-02-02 19:30:00+00:00,40,40.7
2021-02-02 20:00:00+00:00,41,41
2021-02-02 20:30:00+00:00,42,67
2021-02-02 21:00:00+00:00,43,40.01
2021-02-02 21:30:00+00:00,44,35.1
2021-02-02 22:00:00+00:00,45,34.51
2021-02-02 22:30:00+00:00,46,34.06
2021-02-02 23:00:00+00:00,47,50
2021-02-02 23:30:00+00:00,48,29.2
2021-02-03 00:00:00+00:00,1,66
2021-02-03 00:30:00+00:00,2,69.25
2021-02-03 01:00:00+00:00,3,70
2021-02-03 01:30:00+00:00,4,70
2021-02-03 02:00:00+00:00,5,69.25
2021-02-03 02:30:00+00:00,6,69.25
2021-02-03 03:00:00+00:00,7,69.25
2021-02-03 03:30:00+00:00,8,69
2021-02-03 04:00:00+00:00,9,69.5
2021-02-03 04:30:00+00:00,10,70
2021-02-03 05:00:00+00:00,11,70
2021-02-03 05:30:00+00:00,12,72
2021-02-03 06:00:00+00:00,13,72
2021-02-03 06:30:00+00:00,14,72
2021-02-03 07:00:00+00:00,15,40
2021-02-03 07:30:00+00:00,16,69.5
2021-02-03 08:00:00+00:00,17,69.5
2021-02-03 08:30:00+00:00,18,75.9
2021-02-03 09:00:00+00:00,19,75.9
2021-02-03 09:30:00+00:00,20,75.9
2021-02-03 10:00:00+00:00,21,75.9
2021-02-03 10:30:00+00:00,22,75.9
2021-02-03 11:00:00+00:00,23,74
2021-02-03 11:30:00+00:00,24,70
2021-02-03 12:00:00+00:00,25,75.9
2021-02-03 12:30:00+00:00,26,70
2021-02-03 13:00:00+00:00,27,69.5
2021-02-03 13:30:00+00:00,28,39.2
2021-02-03 14:00:00+00:00,29,39.2
2021-02-03 14:30:00+00:00,30,70
2021-02-03 15:00:00+00:00,31,77.5
2021-02-03 15:30:00+00:00,32,41
2021-02-03 16:00:00+00:00,33,40.5
2021-02-03 16:30:00+00:00,34,40.5
2021-02-03 17:00:00+00:00,35,76.5
2021-02-03 17:30:00+00:00,36,76.5
2021-02-03 18:00:00+00:00,37,79.2
2021-02-03 18:30:00+00:00,38,76
2021-02-03 19:00:00+00:00,39,70
2021-02-03 19:30:00+00:00,40,69
2021-02-03 20:00:00+00:00,41,69
2021-02-03 20:30:00+00:00,42,68.9
2021-02-03 21:00:00+00:00,43,70
2021-02-03 21:30:00+00:00,44,67.5
2021-02-03 22:00:00+00:00,45,67.45
2021-02-03 22:30:00+00:00,46,65
2021-02-03 23:00:00+00:00,47,32.2
2021-02-03 23:30:00+00:00,48,35
2021-02-04 00:00:00+00:00,1,35
2021-02-04 00:30:00+00:00,2,66
2021-02-04 01:00:00+00:00,3,69
2021-02-04 01:30:00+00:00,4,35
2021-02-04 02:00:00+00:00,5,69.95
2021-02-04 02:30:00+00:00,6,69.95
2021-02-04 03:00:00+00:00,7,65
2021-02-04 03:30:00+00:00,8,73.95
2021-02-04 04:00:00+00:00,9,35.69
2021-02-04 04:30:00+00:00,10,71
2021-02-04 05:00:00+00:00,11,73.95
2021-02-04 05:30:00+00:00,12,72
2021-02-04 06:00:00+00:00,13,71
2021-02-04 06:30:00+00:00,14,66
2021-02-04 07:00:00+00:00,15,35.1
2021-02-04 07:30:00+00:00,16,40.5
2021-02-04 08:00:00+00:00,17,69
2021-02-04 08:30:00+00:00,18,39.05
2021-02-04 09:00:00+00:00,19,40.5
2021-02-04 09:30:00+00:00,20,69
2021-02-04 10:00:00+00:00,21,69
2021-02-04 10:30:00+00:00,22,69
2021-02-04 11:00:00+00:00,23,69
2021-02-04 11:30:00+00:00,24,69
2021-02-04 12:00:00+00:00,25,89
2021-02-04 12:30:00+00:00,26,89.89
2021-02-04 13:00:00+00:00,27,89
2021-02-04 13:30:00+00:00,28,78
2021-02-04 14:00:00+00:00,29,69
2021-02-04 14:30:00+00:00,30,69
2021-02-04 15:00:00+00:00,31,79.29
2021-02-04 15:30:00+00:00,32,41.21
2021-02-04 16:00:00+00:00,33,89.54
2021-02-04 16:30:00+00:00,34,45.1
2021-02-04 17:00:00+00:00,35,46
2021-02-04 17:30:00+00:00,36,90.83
2021-02-04 18:00:00+00:00,37,90.83
2021-02-04 18:30:00+00:00,38,41.22
2021-02-04 19:00:00+00:00,39,41.22
2021-02-04 19:30:00+00:00,40,85
2021-02-04 20:00:00+00:00,41,74
2021-02-04 20:30:00+00:00,42,72.8
2021-02-04 21:00:00+00:00,43,71.25
2021-02-04 21:30:00+00:00,44,69
2021-02-04 22:00:00+00:00,45,69
2021-02-04 22:30:00+00:00,46,70.25
2021-02-04 23:00:00+00:00,47,70
2021-02-04 23:30:00+00:00,48,70
2021-02-05 00:00:00+00:00,1,70
2021-02-05 00:30:00+00:00,2,70
2021-02-05 01:00:00+00:00,3,70
2021-02-05 01:30:00+00:00,4,35.19008
2021-02-05 02:00:00+00:00,5,70
2021-02-05 02:30:00+00:00,6,35
2021-02-05 03:00:00+00:00,7,70
2021-02-05 03:30:00+00:00,8,35
2021-02-05 04:00:00+00:00,9,35.2
2021-02-05 04:30:00+00:00,10,35
2021-02-05 05:00:00+00:00,11,35
2021-02-05 05:30:00+00:00,12,42.31
2021-02-05 06:00:00+00:00,13,70
2021-02-05 06:30:00+00:00,14,70
2021-02-05 07:00:00+00:00,15,70
2021-02-05 07:30:00+00:00,16,5.1
2021-02-05 08:00:00+00:00,17,5.1
2021-02-05 08:30:00+00:00,18,35
2021-02-05 09:00:00+00:00,19,35
2021-02-05 09:30:00+00:00,20,5.1
2021-02-05 10:00:00+00:00,21,5.1
2021-02-05 10:30:00+00:00,22,5.1
2021-02-05 11:00:00+00:00,23,35
2021-02-05 11:30:00+00:00,24,5.1
2021-02-05 12:00:00+00:00,25,5.1
2021-02-05 12:30:00+00:00,26,63.5
2021-02-05 13:00:00+00:00,27,63
2021-02-05 13:30:00+00:00,28,63
2021-02-05 14:00:00+00:00,29,62.9
2021-02-05 14:30:00+00:00,30,62.75
2021-02-05 15:00:00+00:00,31,63
2021-02-05 15:30:00+00:00,32,78.5
2021-02-05 16:00:00+00:00,33,42.2
2021-02-05 16:30:00+00:00,34,42.2
2021-02-05 17:00:00+00:00,35,83.83
2021-02-05 17:30:00+00:00,36,84.9
2021-02-05 18:00:00+00:00,37,84.9
2021-02-05 18:30:00+00:00,38,84
2021-02-05 19:00:00+00:00,39,83.9
2021-02-05 19:30:00+00:00,40,75.88186
2021-02-05 20:00:00+00:00,41,44.1
2021-02-05 20:30:00+00:00,42,70
2021-02-05 21:00:00+00:00,43,70
2021-02-05 21:30:00+00:00,44,68
2021-02-05 22:00:00+00:00,45,66.75
2021-02-05 22:30:00+00:00,46,68
2021-02-05 23:00:00+00:00,47,68
2021-02-05 23:30:00+00:00,48,68
2021-02-06 00:00:00+00:00,1,65.85
2021-02-06 00:30:00+00:00,2,69.95
2021-02-06 01:00:00+00:00,3,67.5
2021-02-06 01:30:00+00:00,4,65.85
2021-02-06 02:00:00+00:00,5,29.1
2021-02-06 02:30:00+00:00,6,45.24
2021-02-06 03:00:00+00:00,7,65
2021-02-06 03:30:00+00:00,8,29
2021-02-06 04:00:00+00:00,9,26.5
2021-02-06 04:30:00+00:00,10,46.19
2021-02-06 05:00:00+00:00,11,49.13
2021-02-06 05:30:00+00:00,12,64.95
2021-02-06 06:00:00+00:00,13,64.95
2021-02-06 06:30:00+00:00,14,64.95
2021-02-06 07:00:00+00:00,15,68
2021-02-06 07:30:00+00:00,16,67.5
2021-02-06 08:00:00+00:00,17,67.5
2021-02-06 08:30:00+00:00,18,68
2021-02-06 09:00:00+00:00,19,72
2021-02-06 09:30:00+00:00,20,72
2021-02-06 10:00:00+00:00,21,75
2021-02-06 10:30:00+00:00,22,74.5
2021-02-06 11:00:00+00:00,23,72
2021-02-06 11:30:00+00:00,24,34.67
2021-02-06 12:00:00+00:00,25,35
2021-02-06 12:30:00+00:00,26,72
2021-02-06 13:00:00+00:00,27,71
2021-02-06 13:30:00+00:00,28,13.1
2021-02-06 14:00:00+00:00,29,13.1
2021-02-06 14:30:00+00:00,30,13.1
2021-02-06 15:00:00+00:00,31,35
2021-02-06 15:30:00+00:00,32,66
2021-02-06 16:00:00+00:00,33,70
2021-02-06 16:30:00+00:00,34,78.75
2021-02-06 17:00:00+00:00,35,78.75
2021-02-06 17:30:00+00:00,36,88
2021-02-06 18:00:00+00:00,37,88
2021-02-06 18:30:00+00:00,38,81.9
2021-02-06 19:00:00+00:00,39,77
2021-02-06 19:30:00+00:00,40,40
2021-02-06 20:00:00+00:00,41,23
2021-02-06 20:30:00+00:00,42,68.75
2021-02-06 21:00:00+00:00,43,28.72
2021-02-06 21:30:00+00:00,44,28.35013
2021-02-06 22:00:00+00:00,45,25.95
2021-02-06 22:30:00+00:00,46,25.47
2021-02-06 23:00:00+00:00,47,11
2021-02-06 23:30:00+00:00,48,5
2021-02-07 00:00:00+00:00,1,3
2021-02-07 00:30:00+00:00,2,11.5
2021-02-07 01:00:00+00:00,3,11.5
2021-02-07 01:30:00+00:00,4,0
2021-02-07 02:00:00+00:00,5,-3.93
2021-02-07 02:30:00+00:00,6,-4
2021-02-07 03:00:00+00:00,7,-5.82
2021-02-07 03:30:00+00:00,8,-7
2021-02-07 04:00:00+00:00,9,-8.5
2021-02-07 04:30:00+00:00,10,-8.5
2021-02-07 05:00:00+00:00,11,-8.3
2021-02-07 05:30:00+00:00,12,-8.3
2021-02-07 06:00:00+00:00,13,-8
2021-02-07 06:30:00+00:00,14,-6.71
2021-02-07 07:00:00+00:00,15,3.5
2021-02-07 07:30:00+00:00,16,5
2021-02-07 08:00:00+00:00,17,22.05
2021-02-07 08:30:00+00:00,18,26.1
2021-02-07 09:00:00+00:00,19,8
2021-02-07 09:30:00+00:00,20,8
2021-02-07 10:00:00+00:00,21,12.05
2021-02-07 10:30:00+00:00,22,13.05
2021-02-07 11:00:00+00:00,23,0
2021-02-07 11:30:00+00:00,24,11
2021-02-07 12:00:00+00:00,25,13.05
2021-02-07 12:30:00+00:00,26,67
2021-02-07 13:00:00+00:00,27,67
2021-02-07 13:30:00+00:00,28,67
2021-02-07 14:00:00+00:00,29,73
2021-02-07 14:30:00+00:00,30,73
2021-02-07 15:00:00+00:00,31,15
2021-02-07 15:30:00+00:00,32,16
2021-02-07 16:00:00+00:00,33,78
2021-02-07 16:30:00+00:00,34,78
2021-02-07 17:00:00+00:00,35,82
2021-02-07 17:30:00+00:00,36,84.15
2021-02-07 18:00:00+00:00,37,48.52487
2021-02-07 18:30:00+00:00,38,82
2021-02-07 19:00:00+00:00,39,23.2
2021-02-07 19:30:00+00:00,40,22
2021-02-07 20:00:00+00:00,41,70.25
2021-02-07 20:30:00+00:00,42,70
2021-02-07 21:00:00+00:00,43,69.9
2021-02-07 21:30:00+00:00,44,45
2021-02-07 22:00:00+00:00,45,68.25
2021-02-07 22:30:00+00:00,46,39.1
2021-02-07 23:00:00+00:00,47,28.07
2021-02-07 23:30:00+00:00,48,12
2021-02-08 00:00:00+00:00,1,17.63
2021-02-08 00:30:00+00:00,2,19.93
2021-02-08 01:00:00+00:00,3,70
2021-02-08 01:30:00+00:00,4,27.61
2021-02-08 02:00:00+00:00,5,20.21
2021-02-08 02:30:00+00:00,6,70
2021-02-08 03:00:00+00:00,7,74
2021-02-08 03:30:00+00:00,8,23
2021-02-08 04:00:00+00:00,9,70
2021-02-08 04:30:00+00:00,10,70
2021-02-08 05:00:00+00:00,11,30
2021-02-08 05:30:00+00:00,12,74
2021-02-08 06:00:00+00:00,13,77.95
2021-02-08 06:30:00+00:00,14,74
2021-02-08 07:00:00+00:00,15,74
2021-02-08 07:30:00+00:00,16,65.57875
2021-02-08 08:00:00+00:00,17,67.38
2021-02-08 08:30:00+00:00,18,75
2021-02-08 09:00:00+00:00,19,20
2021-02-08 09:30:00+00:00,20,41.4
2021-02-08 10:00:00+00:00,21,75
2021-02-08 10:30:00+00:00,22,75
2021-02-08 11:00:00+00:00,23,75
2021-02-08 11:30:00+00:00,24,74.85
2021-02-08 12:00:00+00:00,25,79.5
2021-02-08 12:30:00+00:00,26,79.5
2021-02-08 13:00:00+00:00,27,79.95
2021-02-08 13:30:00+00:00,28,79.5
2021-02-08 14:00:00+00:00,29,43.5
2021-02-08 14:30:00+00:00,30,43.5
2021-02-08 15:00:00+00:00,31,88.89
2021-02-08 15:30:00+00:00,32,92.75
2021-02-08 16:00:00+00:00,33,92.5
2021-02-08 16:30:00+00:00,34,43.98
2021-02-08 17:00:00+00:00,35,44
2021-02-08 17:30:00+00:00,36,92.5
2021-02-08 18:00:00+00:00,37,92.5
2021-02-08 18:30:00+00:00,38,88.4
2021-02-08 19:00:00+00:00,39,92.75
2021-02-08 19:30:00+00:00,40,79.95
2021-02-08 20:00:00+00:00,41,77.95
2021-02-08 20:30:00+00:00,42,75
2021-02-08 21:00:00+00:00,43,69
2021-02-08 21:30:00+00:00,44,69
2021-02-08 22:00:00+00:00,45,69
2021-02-08 22:30:00+00:00,46,45
2021-02-08 23:00:00+00:00,47,43.5
2021-02-08 23:30:00+00:00,48,43.5
2021-02-09 00:00:00+00:00,1,68.5
2021-02-09 00:30:00+00:00,2,68.5
2021-02-09 01:00:00+00:00,3,48.43
2021-02-09 01:30:00+00:00,4,46.38
2021-02-09 02:00:00+00:00,5,20.25
2021-02-09 02:30:00+00:00,6,12.5
2021-02-09 03:00:00+00:00,7,11.5
2021-02-09 03:30:00+00:00,8,38.40951
2021-02-09 04:00:00+00:00,9,42.46
2021-02-09 04:30:00+00:00,10,12.5
2021-02-09 05:00:00+00:00,11,35
2021-02-09 05:30:00+00:00,12,12.5
2021-02-09 06:00:00+00:00,13,76.75
2021-02-09 06:30:00+00:00,14,35
2021-02-09 07:00:00+00:00,15,74
2021-02-09 07:30:00+00:00,16,78.75
2021-02-09 08:00:00+00:00,17,74
2021-02-09 08:30:00+00:00,18,75
2021-02-09 09:00:00+00:00,19,74.031
2021-02-09 09:30:00+00:00,20,74
2021-02-09 10:00:00+00:00,21,46
2021-02-09 10:30:00+00:00,22,74
2021-02-09 11:00:00+00:00,23,75
2021-02-09 11:30:00+00:00,24,88.9
2021-02-09 12:00:00+00:00,25,100
2021-02-09 12:30:00+00:00,26,97
2021-02-09 13:00:00+00:00,27,97
2021-02-09 13:30:00+00:00,28,93.9
2021-02-09 14:00:00+00:00,29,47
2021-02-09 14:30:00+00:00,30,46.47
2021-02-09 15:00:00+00:00,31,46.62
2021-02-09 15:30:00+00:00,32,46.7
2021-02-09 16:00:00+00:00,33,46.7
2021-02-09 16:30:00+00:00,34,46.7
2021-02-09 17:00:00+00:00,35,46.71
2021-02-09 17:30:00+00:00,36,46.71
2021-02-09 18:00:00+00:00,37,47
2021-02-09 18:30:00+00:00,38,47
2021-02-09 19:00:00+00:00,39,94.3428
2021-02-09 19:30:00+00:00,40,74.5
2021-02-09 20:00:00+00:00,41,46.71
2021-02-09 20:30:00+00:00,42,10.1
2021-02-09 21:00:00+00:00,43,10.1
2021-02-09 21:30:00+00:00,44,0
2021-02-09 22:00:00+00:00,45,46.71
2021-02-09 22:30:00+00:00,46,0
2021-02-09 23:00:00+00:00,47,10.1
2021-02-09 23:30:00+00:00,48,10.1
2021-02-10 00:00:00+00:00,1,42.62
2021-02-10 00:30:00+00:00,2,64.75
2021-02-10 01:00:00+00:00,3,64.7
2021-02-10 01:30:00+00:00,4,49
2021-02-10 02:00:00+00:00,5,20.25
2021-02-10 02:30:00+00:00,6,20.25
2021-02-10 03:00:00+00:00,7,44.07
2021-02-10 03:30:00+00:00,8,49
2021-02-10 04:00:00+00:00,9,63.89
2021-02-10 04:30:00+00:00,10,40.75
2021-02-10 05:00:00+00:00,11,20.25
2021-02-10 05:30:00+00:00,12,12
2021-02-10 06:00:00+00:00,13,75
2021-02-10 06:30:00+00:00,14,42.05
2021-02-10 07:00:00+00:00,15,44.55
2021-02-10 07:30:00+00:00,16,84
2021-02-10 08:00:00+00:00,17,84
2021-02-10 08:30:00+00:00,18,99.56
2021-02-10 09:00:00+00:00,19,89.09
2021-02-10 09:30:00+00:00,20,91.2074
2021-02-10 10:00:00+00:00,21,45
2021-02-10 10:30:00+00:00,22,45.25
2021-02-10 11:00:00+00:00,23,10.1
2021-02-10 11:30:00+00:00,24,45.1
2021-02-10 12:00:00+00:00,25,110
2021-02-10 12:30:00+00:00,26,105
2021-02-10 13:00:00+00:00,27,105
2021-02-10 13:30:00+00:00,28,118
2021-02-10 14:00:00+00:00,29,46
2021-02-10 14:30:00+00:00,30,91
2021-02-10 15:00:00+00:00,31,45.5
2021-02-10 15:30:00+00:00,32,45.3
2021-02-10 16:00:00+00:00,33,46
2021-02-10 16:30:00+00:00,34,49
2021-02-10 17:00:00+00:00,35,49
2021-02-10 17:30:00+00:00,36,261.66934
2021-02-10 18:00:00+00:00,37,49
2021-02-10 18:30:00+00:00,38,48.15
2021-02-10 19:00:00+00:00,39,49
2021-02-10 19:30:00+00:00,40,48.15
2021-02-10 20:00:00+00:00,41,48.1
2021-02-10 20:30:00+00:00,42,78.05532
2021-02-10 21:00:00+00:00,43,725
2021-02-10 21:30:00+00:00,44,300
2021-02-10 22:00:00+00:00,45,78
2021-02-10 22:30:00+00:00,46,46.2
2021-02-10 23:00:00+00:00,47,69.99
2021-02-10 23:30:00+00:00,48,50
2021-02-11 00:00:00+00:00,1,41.05
2021-02-11 00:30:00+00:00,2,41.05
2021-02-11 01:00:00+00:00,3,6.1
2021-02-11 01:30:00+00:00,4,10
2021-02-11 02:00:00+00:00,5,41
2021-02-11 02:30:00+00:00,6,41
2021-02-11 03:00:00+00:00,7,41
2021-02-11 03:30:00+00:00,8,49.66
2021-02-11 04:00:00+00:00,9,65.95
2021-02-11 04:30:00+00:00,10,65
2021-02-11 05:00:00+00:00,11,64.75
2021-02-11 05:30:00+00:00,12,64.5
2021-02-11 06:00:00+00:00,13,96.37
2021-02-11 06:30:00+00:00,14,96.37
2021-02-11 07:00:00+00:00,15,42.3
2021-02-11 07:30:00+00:00,16,48
2021-02-11 08:00:00+00:00,17,118.88
2021-02-11 08:30:00+00:00,18,134.72
2021-02-11 09:00:00+00:00,19,104
2021-02-11 09:30:00+00:00,20,45
2021-02-11 10:00:00+00:00,21,47
2021-02-11 10:30:00+00:00,22,98
2021-02-11 11:00:00+00:00,23,118.88
2021-02-11 11:30:00+00:00,24,118.88
2021-02-11 12:00:00+00:00,25,43
2021-02-11 12:30:00+00:00,26,43
2021-02-11 13:00:00+00:00,27,43
2021-02-11 13:30:00+00:00,28,43
2021-02-11 14:00:00+00:00,29,43
2021-02-11 14:30:00+00:00,30,42
2021-02-11 15:00:00+00:00,31,0
2021-02-11 15:30:00+00:00,32,45.1
2021-02-11 16:00:00+00:00,33,63.2
2021-02-11 16:30:00+00:00,34,63.2
2021-02-11 17:00:00+00:00,35,102.14
2021-02-11 17:30:00+00:00,36,115
2021-02-11 18:00:00+00:00,37,77.4
2021-02-11 18:30:00+00:00,38,77.4
2021-02-11 19:00:00+00:00,39,95
2021-02-11 19:30:00+00:00,40,45.1
2021-02-11 20:00:00+00:00,41,75
2021-02-11 20:30:00+00:00,42,75
2021-02-11 21:00:00+00:00,43,68.5
2021-02-11 21:30:00+00:00,44,67.45
2021-02-11 22:00:00+00:00,45,67.05
2021-02-11 22:30:00+00:00,46,71.8
2021-02-11 23:00:00+00:00,47,67
2021-02-11 23:30:00+00:00,48,44.17013
2021-02-12 00:00:00+00:00,1,35.5
2021-02-12 00:30:00+00:00,2,41.34
2021-02-12 01:00:00+00:00,3,42.3
2021-02-12 01:30:00+00:00,4,42.6
2021-02-12 02:00:00+00:00,5,68.5
2021-02-12 02:30:00+00:00,6,68.5
2021-02-12 03:00:00+00:00,7,68.5
2021-02-12 03:30:00+00:00,8,68.5
2021-02-12 04:00:00+00:00,9,68.5
2021-02-12 04:30:00+00:00,10,35.5
2021-02-12 05:00:00+00:00,11,68.5
2021-02-12 05:30:00+00:00,12,68.5
2021-02-12 06:00:00+00:00,13,75
2021-02-12 06:30:00+00:00,14,74.5
2021-02-12 07:00:00+00:00,15,0.5
2021-02-12 07:30:00+00:00,16,42.6
2021-02-12 08:00:00+00:00,17,75
2021-02-12 08:30:00+00:00,18,82.45
2021-02-12 09:00:00+00:00,19,82.45
2021-02-12 09:30:00+00:00,20,82.45
2021-02-12 10:00:00+00:00,21,82.45
2021-02-12 10:30:00+00:00,22,42.95
2021-02-12 11:00:00+00:00,23,42.77
2021-02-12 11:30:00+00:00,24,42.65
2021-02-12 12:00:00+00:00,25,42.65
2021-02-12 12:30:00+00:00,26,42.9
2021-02-12 13:00:00+00:00,27,43.1
2021-02-12 13:30:00+00:00,28,75
2021-02-12 14:00:00+00:00,29,50
2021-02-12 14:30:00+00:00,30,43.05
2021-02-12 15:00:00+00:00,31,43.3
2021-02-12 15:30:00+00:00,32,43.3
2021-02-12 16:00:00+00:00,33,43.3
2021-02-12 16:30:00+00:00,34,61.54
2021-02-12 17:00:00+00:00,35,43.5
2021-02-12 17:30:00+00:00,36,82.9
2021-02-12 18:00:00+00:00,37,82.9
2021-02-12 18:30:00+00:00,38,79.5
2021-02-12 19:00:00+00:00,39,79.5
2021-02-12 19:30:00+00:00,40,79
2021-02-12 20:00:00+00:00,41,74.2
2021-02-12 20:30:00+00:00,42,74
2021-02-12 21:00:00+00:00,43,69.5
2021-02-12 21:30:00+00:00,44,42.6
2021-02-12 22:00:00+00:00,45,69
2021-02-12 22:30:00+00:00,46,69
2021-02-12 23:00:00+00:00,47,69.1
2021-02-12 23:30:00+00:00,48,69
2021-02-13 00:00:00+00:00,1,68
2021-02-13 00:30:00+00:00,2,68.5
2021-02-13 01:00:00+00:00,3,51.37
2021-02-13 01:30:00+00:00,4,48.18
2021-02-13 02:00:00+00:00,5,49.04
2021-02-13 02:30:00+00:00,6,47.17
2021-02-13 03:00:00+00:00,7,45.99
2021-02-13 03:30:00+00:00,8,44.36
2021-02-13 04:00:00+00:00,9,47.76
2021-02-13 04:30:00+00:00,10,47.02
2021-02-13 05:00:00+00:00,11,48.28
2021-02-13 05:30:00+00:00,12,48.3
2021-02-13 06:00:00+00:00,13,69
2021-02-13 06:30:00+00:00,14,69.1
2021-02-13 07:00:00+00:00,15,70
2021-02-13 07:30:00+00:00,16,71
2021-02-13 08:00:00+00:00,17,71
2021-02-13 08:30:00+00:00,18,71.95
2021-02-13 09:00:00+00:00,19,20.3
2021-02-13 09:30:00+00:00,20,44.8
2021-02-13 10:00:00+00:00,21,20.3
2021-02-13 10:30:00+00:00,22,20.25
2021-02-13 11:00:00+00:00,23,20.25
2021-02-13 11:30:00+00:00,24,20.3
2021-02-13 12:00:00+00:00,25,20.3
2021-02-13 12:30:00+00:00,26,43.65
2021-02-13 13:00:00+00:00,27,69.75
2021-02-13 13:30:00+00:00,28,70
2021-02-13 14:00:00+00:00,29,70
2021-02-13 14:30:00+00:00,30,70
2021-02-13 15:00:00+00:00,31,70
2021-02-13 15:30:00+00:00,32,75
2021-02-13 16:00:00+00:00,33,75.5
2021-02-13 16:30:00+00:00,34,77
2021-02-13 17:00:00+00:00,35,87
2021-02-13 17:30:00+00:00,36,92
2021-02-13 18:00:00+00:00,37,170
2021-02-13 18:30:00+00:00,38,77
2021-02-13 19:00:00+00:00,39,77
2021-02-13 19:30:00+00:00,40,77
2021-02-13 20:00:00+00:00,41,75.5
2021-02-13 20:30:00+00:00,42,75
2021-02-13 21:00:00+00:00,43,74
2021-02-13 21:30:00+00:00,44,73
2021-02-13 22:00:00+00:00,45,70.8
2021-02-13 22:30:00+00:00,46,14
2021-02-13 23:00:00+00:00,47,69.9
2021-02-13 23:30:00+00:00,48,47.67
2021-02-14 00:00:00+00:00,1,46.96
2021-02-14 00:30:00+00:00,2,69.8
2021-02-14 01:00:00+00:00,3,69.8
2021-02-14 01:30:00+00:00,4,69.8
2021-02-14 02:00:00+00:00,5,71.9
2021-02-14 02:30:00+00:00,6,71.8
2021-02-14 03:00:00+00:00,7,71.5
2021-02-14 03:30:00+00:00,8,40.46
2021-02-14 04:00:00+00:00,9,41.54
2021-02-14 04:30:00+00:00,10,40.26
2021-02-14 05:00:00+00:00,11,71.5
2021-02-14 05:30:00+00:00,12,71.5
2021-02-14 06:00:00+00:00,13,44.44
2021-02-14 06:30:00+00:00,14,71.5
2021-02-14 07:00:00+00:00,15,71.5
2021-02-14 07:30:00+00:00,16,71.8
2021-02-14 08:00:00+00:00,17,14
2021-02-14 08:30:00+00:00,18,73
2021-02-14 09:00:00+00:00,19,73.2
2021-02-14 09:30:00+00:00,20,73
2021-02-14 10:00:00+00:00,21,73
2021-02-14 10:30:00+00:00,22,73
2021-02-14 11:00:00+00:00,23,73
2021-02-14 11:30:00+00:00,24,73
2021-02-14 12:00:00+00:00,25,73.85
2021-02-14 12:30:00+00:00,26,74.5
2021-02-14 13:00:00+00:00,27,74.5
2021-02-14 13:30:00+00:00,28,74.5
2021-02-14 14:00:00+00:00,29,20.75
2021-02-14 14:30:00+00:00,30,20.75
2021-02-14 15:00:00+00:00,31,75
2021-02-14 15:30:00+00:00,32,75
2021-02-14 16:00:00+00:00,33,76.45
2021-02-14 16:30:00+00:00,34,74.5
2021-02-14 17:00:00+00:00,35,77
2021-02-14 17:30:00+00:00,36,77
2021-02-14 18:00:00+00:00,37,77
2021-02-14 18:30:00+00:00,38,77
2021-02-14 19:00:00+00:00,39,76
2021-02-14 19:30:00+00:00,40,22
2021-02-14 20:00:00+00:00,41,72
2021-02-14 20:30:00+00:00,42,72
2021-02-14 21:00:00+00:00,43,70
2021-02-14 21:30:00+00:00,44,48.85
2021-02-14 22:00:00+00:00,45,71.45
2021-02-14 22:30:00+00:00,46,71.25
2021-02-14 23:00:00+00:00,47,71.19
2021-02-14 23:30:00+00:00,48,44
2021-02-15 00:00:00+00:00,1,70
2021-02-15 00:30:00+00:00,2,71
2021-02-15 01:00:00+00:00,3,70
2021-02-15 01:30:00+00:00,4,70
2021-02-15 02:00:00+00:00,5,29.36
2021-02-15 02:30:00+00:00,6,28.33
2021-02-15 03:00:00+00:00,7,25.96
2021-02-15 03:30:00+00:00,8,24.91
2021-02-15 04:00:00+00:00,9,71
2021-02-15 04:30:00+00:00,10,71
2021-02-15 05:00:00+00:00,11,70
2021-02-15 05:30:00+00:00,12,71
2021-02-15 06:00:00+00:00,13,73.97
2021-02-15 06:30:00+00:00,14,71.5
2021-02-15 07:00:00+00:00,15,73.97
2021-02-15 07:30:00+00:00,16,60.6
2021-02-15 08:00:00+00:00,17,77
2021-02-15 08:30:00+00:00,18,78
2021-02-15 09:00:00+00:00,19,88.5
2021-02-15 09:30:00+00:00,20,85
2021-02-15 10:00:00+00:00,21,81
2021-02-15 10:30:00+00:00,22,77
2021-02-15 11:00:00+00:00,23,74
2021-02-15 11:30:00+00:00,24,71.5
2021-02-15 12:00:00+00:00,25,27.5
2021-02-15 12:30:00+00:00,26,27.5
2021-02-15 13:00:00+00:00,27,68
2021-02-15 13:30:00+00:00,28,27.5
2021-02-15 14:00:00+00:00,29,28
2021-02-15 14:30:00+00:00,30,40
2021-02-15 15:00:00+00:00,31,41.88184
