local_datetime,settlementPeriod,imbalancePriceAmountGBP
2021-01-03 09:30:00+00:00,20,6
2021-01-03 10:00:00+00:00,21,20
2021-01-03 10:30:00+00:00,22,21
2021-01-03 11:00:00+00:00,23,64.9
2021-01-03 11:30:00+00:00,24,74.5
2021-01-03 12:00:00+00:00,25,83.5
2021-01-03 12:30:00+00:00,26,74.5
2021-01-03 13:00:00+00:00,27,73.75
2021-01-03 13:30:00+00:00,28,73.75
2021-01-03 14:00:00+00:00,29,73.75
2021-01-03 14:30:00+00:00,30,40.37
2021-01-03 15:00:00+00:00,31,42.75
2021-01-03 15:30:00+00:00,32,42.75
2021-01-03 16:00:00+00:00,33,42.8
2021-01-03 16:30:00+00:00,34,95.54
2021-01-03 17:00:00+00:00,35,95.54
2021-01-03 17:30:00+00:00,36,92.66
2021-01-03 18:00:00+00:00,37,92.66
2021-01-03 18:30:00+00:00,38,87.54
2021-01-03 19:00:00+00:00,39,42.15
2021-01-03 19:30:00+00:00,40,42.05
2021-01-03 20:00:00+00:00,41,42.15
2021-01-03 20:30:00+00:00,42,42.5
2021-01-03 21:00:00+00:00,43,71
2021-01-03 21:30:00+00:00,44,71.5
2021-01-03 22:00:00+00:00,45,69.5
2021-01-03 22:30:00+00:00,46,68
2021-01-03 23:00:00+00:00,47,68.99
2021-01-03 23:30:00+00:00,48,65
2021-01-04 00:00:00+00:00,1,71
2021-01-04 00:30:00+00:00,2,68
2021-01-04 01:00:00+00:00,3,65
2021-01-04 01:30:00+00:00,4,64.99
2021-01-04 02:00:00+00:00,5,64.99
2021-01-04 02:30:00+00:00,6,64.99
2021-01-04 03:00:00+00:00,7,64.99
2021-01-04 03:30:00+00:00,8,64.95
2021-01-04 04:00:00+00:00,9,64.94
2021-01-04 04:30:00+00:00,10,64.94
2021-01-04 05:00:00+00:00,11,64.94
2021-01-04 05:30:00+00:00,12,65
2021-01-04 06:00:00+00:00,13,22.5
2021-01-04 06:30:00+00:00,14,0
2021-01-04 07:00:00+00:00,15,40.1
2021-01-04 07:30:00+00:00,16,41.5
2021-01-04 08:00:00+00:00,17,42.11
2021-01-04 08:30:00+00:00,18,78
2021-01-04 09:00:00+00:00,19,70.5
2021-01-04 09:30:00+00:00,20,84.5
2021-01-04 10:00:00+00:00,21,89
2021-01-04 10:30:00+00:00,22,88
2021-01-04 11:00:00+00:00,23,87.4
2021-01-04 11:30:00+00:00,24,89
2021-01-04 12:00:00+00:00,25,90.8
2021-01-04 12:30:00+00:00,26,92
2021-01-04 13:00:00+00:00,27,88.32
2021-01-04 13:30:00+00:00,28,76.95
2021-01-04 14:00:00+00:00,29,76.95
2021-01-04 14:30:00+00:00,30,94
2021-01-04 15:00:00+00:00,31,95
2021-01-04 15:30:00+00:00,32,88.1
2021-01-04 16:00:00+00:00,33,43.83806
2021-01-04 16:30:00+00:00,34,43.9
2021-01-04 17:00:00+00:00,35,43.91
2021-01-04 17:30:00+00:00,36,43.91
2021-01-04 18:00:00+00:00,37,43.95
2021-01-04 18:30:00+00:00,38,44.1
2021-01-04 19:00:00+00:00,39,44.2
2021-01-04 19:30:00+00:00,40,44.35
2021-01-04 20:00:00+00:00,41,43.1
2021-01-04 20:30:00+00:00,42,44.07
2021-01-04 21:00:00+00:00,43,78
2021-01-04 21:30:00+00:00,44,78
2021-01-04 22:00:00+00:00,45,76.95
2021-01-04 22:30:00+00:00,46,77
2021-01-04 23:00:00+00:00,47,44.51
2021-01-04 23:30:00+00:00,48,7.5
2021-01-05 00:00:00+00:00,1,44
2021-01-05 00:30:00+00:00,2,67.99
2021-01-05 01:00:00+00:00,3,52.09
2021-01-05 01:30:00+00:00,4,67.95
2021-01-05 02:00:00+00:00,5,67
2021-01-05 02:30:00+00:00,6,44.5
2021-01-05 03:00:00+00:00,7,65
2021-01-05 03:30:00+00:00,8,49.46
2021-01-05 04:00:00+00:00,9,50.31
2021-01-05 04:30:00+00:00,10,48.88
2021-01-05 05:00:00+00:00,11,43.5
2021-01-05 05:30:00+00:00,12,7.5
2021-01-05 06:00:00+00:00,13,44.51
2021-01-05 06:30:00+00:00,14,44.5
2021-01-05 07:00:00+00:00,15,44.5
2021-01-05 07:30:00+00:00,16,44.55
2021-01-05 08:00:00+00:00,17,76
2021-01-05 08:30:00+00:00,18,90
2021-01-05 09:00:00+00:00,19,91.9
2021-01-05 09:30:00+00:00,20,90
2021-01-05 10:00:00+00:00,21,94
2021-01-05 10:30:00+00:00,22,88
2021-01-05 11:00:00+00:00,23,79
2021-01-05 11:30:00+00:00,24,79
2021-01-05 12:00:00+00:00,25,98
2021-01-05 12:30:00+00:00,26,94.9
2021-01-05 13:00:00+00:00,27,88.6
2021-01-05 13:30:00+00:00,28,79
2021-01-05 14:00:00+00:00,29,79
2021-01-05 14:30:00+00:00,30,46
2021-01-05 15:00:00+00:00,31,68.72
2021-01-05 15:30:00+00:00,32,46
2021-01-05 16:00:00+00:00,33,46
2021-01-05 16:30:00+00:00,34,98.01
2021-01-05 17:00:00+00:00,35,177.01
2021-01-05 17:30:00+00:00,36,147.51
2021-01-05 18:00:00+00:00,37,177.01
2021-01-05 18:30:00+00:00,38,147.51
2021-01-05 19:00:00+00:00,39,46.2
2021-01-05 19:30:00+00:00,40,46.1
2021-01-05 20:00:00+00:00,41,0
2021-01-05 20:30:00+00:00,42,0
2021-01-05 21:00:00+00:00,43,67.2
2021-01-05 21:30:00+00:00,44,67
2021-01-05 22:00:00+00:00,45,65.6
2021-01-05 22:30:00+00:00,46,10.1
2021-01-05 23:00:00+00:00,47,64.9
2021-01-05 23:30:00+00:00,48,65
2021-01-06 00:00:00+00:00,1,64.8
2021-01-06 00:30:00+00:00,2,64.8
2021-01-06 01:00:00+00:00,3,0
2021-01-06 01:30:00+00:00,4,0
2021-01-06 02:00:00+00:00,5,10.1
2021-01-06 02:30:00+00:00,6,50
2021-01-06 03:00:00+00:00,7,63.44
2021-01-06 03:30:00+00:00,8,63.8
2021-01-06 04:00:00+00:00,9,44
2021-01-06 04:30:00+00:00,10,10.1
2021-01-06 05:00:00+00:00,11,10.1
2021-01-06 05:30:00+00:00,12,47
2021-01-06 06:00:00+00:00,13,64.6
2021-01-06 06:30:00+00:00,14,47.05
2021-01-06 07:00:00+00:00,15,46
2021-01-06 07:30:00+00:00,16,47.05
2021-01-06 08:00:00+00:00,17,47.05
2021-01-06 08:30:00+00:00,18,175
2021-01-06 09:00:00+00:00,19,152
2021-01-06 09:30:00+00:00,20,190
2021-01-06 10:00:00+00:00,21,44
2021-01-06 10:30:00+00:00,22,47.17
2021-01-06 11:00:00+00:00,23,44
2021-01-06 11:30:00+00:00,24,90
2021-01-06 12:00:00+00:00,25,180
2021-01-06 12:30:00+00:00,26,140
2021-01-06 13:00:00+00:00,27,47.17
2021-01-06 13:30:00+00:00,28,47.05
2021-01-06 14:00:00+00:00,29,47.17
2021-01-06 14:30:00+00:00,30,47.17
2021-01-06 15:00:00+00:00,31,47.11
2021-01-06 15:30:00+00:00,32,47.5
2021-01-06 16:00:00+00:00,33,47.5
2021-01-06 16:30:00+00:00,34,47.7
2021-01-06 17:00:00+00:00,35,1000
2021-01-06 17:30:00+00:00,36,399
2021-01-06 18:00:00+00:00,37,47.6
2021-01-06 18:30:00+00:00,38,47.5
2021-01-06 19:00:00+00:00,39,47.6
2021-01-06 19:30:00+00:00,40,44
2021-01-06 20:00:00+00:00,41,43.55
2021-01-06 20:30:00+00:00,42,68
2021-01-06 21:00:00+00:00,43,128.99994
2021-01-06 21:30:00+00:00,44,68
2021-01-06 22:00:00+00:00,45,67
2021-01-06 22:30:00+00:00,46,62.8
2021-01-06 23:00:00+00:00,47,73
2021-01-06 23:30:00+00:00,48,75
2021-01-07 00:00:00+00:00,1,62.5
2021-01-07 00:30:00+00:00,2,67
2021-01-07 01:00:00+00:00,3,66.95
2021-01-07 01:30:00+00:00,4,62
2021-01-07 02:00:00+00:00,5,62.5
2021-01-07 02:30:00+00:00,6,62.5
2021-01-07 03:00:00+00:00,7,62.5
2021-01-07 03:30:00+00:00,8,61.95
2021-01-07 04:00:00+00:00,9,61.8
2021-01-07 04:30:00+00:00,10,61.8
2021-01-07 05:00:00+00:00,11,100
2021-01-07 05:30:00+00:00,12,75
2021-01-07 06:00:00+00:00,13,125
2021-01-07 06:30:00+00:00,14,95.2
2021-01-07 07:00:00+00:00,15,47
2021-01-07 07:30:00+00:00,16,90.25
2021-01-07 08:00:00+00:00,17,111
2021-01-07 08:30:00+00:00,18,104.84
2021-01-07 09:00:00+00:00,19,137.95
2021-01-07 09:30:00+00:00,20,140
2021-01-07 10:00:00+00:00,21,144.95
2021-01-07 10:30:00+00:00,22,144.95
2021-01-07 11:00:00+00:00,23,48.31
2021-01-07 11:30:00+00:00,24,144.95
2021-01-07 12:00:00+00:00,25,165
2021-01-07 12:30:00+00:00,26,144.95
2021-01-07 13:00:00+00:00,27,144.95
2021-01-07 13:30:00+00:00,28,48.35
2021-01-07 14:00:00+00:00,29,144.95
2021-01-07 14:30:00+00:00,30,144.95
2021-01-07 15:00:00+00:00,31,495
2021-01-07 15:30:00+00:00,32,50
2021-01-07 16:00:00+00:00,33,145
2021-01-07 16:30:00+00:00,34,1400
2021-01-07 17:00:00+00:00,35,1000
2021-01-07 17:30:00+00:00,36,1000
2021-01-07 18:00:00+00:00,37,170
2021-01-07 18:30:00+00:00,38,49.1
2021-01-07 19:00:00+00:00,39,146.20581
2021-01-07 19:30:00+00:00,40,170
2021-01-07 20:00:00+00:00,41,170
2021-01-07 20:30:00+00:00,42,100
2021-01-07 21:00:00+00:00,43,95
2021-01-07 21:30:00+00:00,44,48.35
2021-01-07 22:00:00+00:00,45,65
2021-01-07 22:30:00+00:00,46,65
2021-01-07 23:00:00+00:00,47,63
2021-01-07 23:30:00+00:00,48,65
2021-01-08 00:00:00+00:00,1,62
2021-01-08 00:30:00+00:00,2,62
2021-01-08 01:00:00+00:00,3,62
2021-01-08 01:30:00+00:00,4,61.9
2021-01-08 02:00:00+00:00,5,61.89
2021-01-08 02:30:00+00:00,6,61.7
2021-01-08 03:00:00+00:00,7,61.7
2021-01-08 03:30:00+00:00,8,60
2021-01-08 04:00:00+00:00,9,61.5
2021-01-08 04:30:00+00:00,10,61.53331
2021-01-08 05:00:00+00:00,11,90
2021-01-08 05:30:00+00:00,12,90
2021-01-08 06:00:00+00:00,13,95
2021-01-08 06:30:00+00:00,14,48.35
2021-01-08 07:00:00+00:00,15,48.35
2021-01-08 07:30:00+00:00,16,48.35
2021-01-08 08:00:00+00:00,17,48.4
2021-01-08 08:30:00+00:00,18,140
2021-01-08 09:00:00+00:00,19,139
2021-01-08 09:30:00+00:00,20,140
2021-01-08 10:00:00+00:00,21,120
2021-01-08 10:30:00+00:00,22,140
2021-01-08 11:00:00+00:00,23,140
2021-01-08 11:30:00+00:00,24,140
2021-01-08 12:00:00+00:00,25,140
2021-01-08 12:30:00+00:00,26,140
2021-01-08 13:00:00+00:00,27,138
2021-01-08 13:30:00+00:00,28,138
2021-01-08 14:00:00+00:00,29,48.6
2021-01-08 14:30:00+00:00,30,48.6
2021-01-08 15:00:00+00:00,31,49
2021-01-08 15:30:00+00:00,32,49
2021-01-08 16:00:00+00:00,33,50
2021-01-08 16:30:00+00:00,34,50
2021-01-08 17:00:00+00:00,35,2750
2021-01-08 17:30:00+00:00,36,55
2021-01-08 18:00:00+00:00,37,51.1
2021-01-08 18:30:00+00:00,38,55
2021-01-08 19:00:00+00:00,39,4000
2021-01-08 19:30:00+00:00,40,4000
2021-01-08 20:00:00+00:00,41,50
2021-01-08 20:30:00+00:00,42,89.97
2021-01-08 21:00:00+00:00,43,189
2021-01-08 21:30:00+00:00,44,149
2021-01-08 22:00:00+00:00,45,97
2021-01-08 22:30:00+00:00,46,75
2021-01-08 23:00:00+00:00,47,77.9
2021-01-08 23:30:00+00:00,48,77.9
2021-01-09 00:00:00+00:00,1,75
2021-01-09 00:30:00+00:00,2,80
2021-01-09 01:00:00+00:00,3,77.9
2021-01-09 01:30:00+00:00,4,80
2021-01-09 02:00:00+00:00,5,85
2021-01-09 02:30:00+00:00,6,85
2021-01-09 03:00:00+00:00,7,80
2021-01-09 03:30:00+00:00,8,80
2021-01-09 04:00:00+00:00,9,71.5
2021-01-09 04:30:00+00:00,10,47.5
2021-01-09 05:00:00+00:00,11,44
2021-01-09 05:30:00+00:00,12,67.5
2021-01-09 06:00:00+00:00,13,67.5
2021-01-09 06:30:00+00:00,14,67
2021-01-09 07:00:00+00:00,15,60.43
2021-01-09 07:30:00+00:00,16,44
2021-01-09 08:00:00+00:00,17,44.5
2021-01-09 08:30:00+00:00,18,45.05
2021-01-09 09:00:00+00:00,19,44.5
2021-01-09 09:30:00+00:00,20,44.5
2021-01-09 10:00:00+00:00,21,47.55
2021-01-09 10:30:00+00:00,22,45.15
2021-01-09 11:00:00+00:00,23,47.55
2021-01-09 11:30:00+00:00,24,47.55
2021-01-09 12:00:00+00:00,25,79.5
2021-01-09 12:30:00+00:00,26,79.5
2021-01-09 13:00:00+00:00,27,79.5
2021-01-09 13:30:00+00:00,28,47.55
2021-01-09 14:00:00+00:00,29,79.5
2021-01-09 14:30:00+00:00,30,70
2021-01-09 15:00:00+00:00,31,45.15
2021-01-09 15:30:00+00:00,32,45.15
2021-01-09 16:00:00+00:00,33,47.6
2021-01-09 16:30:00+00:00,34,112.51
2021-01-09 17:00:00+00:00,35,112.51
2021-01-09 17:30:00+00:00,36,138.51
2021-01-09 18:00:00+00:00,37,132.51
2021-01-09 18:30:00+00:00,38,133.51
2021-01-09 19:00:00+00:00,39,120
2021-01-09 19:30:00+00:00,40,97
2021-01-09 20:00:00+00:00,41,47.85
2021-01-09 20:30:00+00:00,42,82
2021-01-09 21:00:00+00:00,43,82
2021-01-09 21:30:00+00:00,44,79
2021-01-09 22:00:00+00:00,45,75.75
2021-01-09 22:30:00+00:00,46,49.75
2021-01-09 23:00:00+00:00,47,74.75
2021-01-09 23:30:00+00:00,48,79
2021-01-10 00:00:00+00:00,1,74.75
2021-01-10 00:30:00+00:00,2,79
2021-01-10 01:00:00+00:00,3,79
2021-01-10 01:30:00+00:00,4,74.47
2021-01-10 02:00:00+00:00,5,83.5
2021-01-10 02:30:00+00:00,6,79
2021-01-10 03:00:00+00:00,7,83.5
2021-01-10 03:30:00+00:00,8,83.5
2021-01-10 04:00:00+00:00,9,86.7
2021-01-10 04:30:00+00:00,10,86.7
2021-01-10 05:00:00+00:00,11,83.5
2021-01-10 05:30:00+00:00,12,83.5
2021-01-10 06:00:00+00:00,13,74.4
2021-01-10 06:30:00+00:00,14,61
2021-01-10 07:00:00+00:00,15,45.55
2021-01-10 07:30:00+00:00,16,45.55
2021-01-10 08:00:00+00:00,17,45.2
2021-01-10 08:30:00+00:00,18,45.61
2021-01-10 09:00:00+00:00,19,45.61
2021-01-10 09:30:00+00:00,20,46
2021-01-10 10:00:00+00:00,21,79.5
2021-01-10 10:30:00+00:00,22,115
2021-01-10 11:00:00+00:00,23,94
2021-01-10 11:30:00+00:00,24,109
2021-01-10 12:00:00+00:00,25,108.99991
2021-01-10 12:30:00+00:00,26,109
2021-01-10 13:00:00+00:00,27,109
2021-01-10 13:30:00+00:00,28,81.5
2021-01-10 14:00:00+00:00,29,81.5
2021-01-10 14:30:00+00:00,30,46.1
2021-01-10 15:00:00+00:00,31,46.07515
2021-01-10 15:30:00+00:00,32,46.05
2021-01-10 16:00:00+00:00,33,19.89252
2021-01-10 16:30:00+00:00,34,129
2021-01-10 17:00:00+00:00,35,99.00032
2021-01-10 17:30:00+00:00,36,49
2021-01-10 18:00:00+00:00,37,47.03
2021-01-10 18:30:00+00:00,38,10.05
2021-01-10 19:00:00+00:00,39,0
2021-01-10 19:30:00+00:00,40,5
2021-01-10 20:00:00+00:00,41,46.45
2021-01-10 20:30:00+00:00,42,45.65
2021-01-10 21:00:00+00:00,43,46
2021-01-10 21:30:00+00:00,44,45
2021-01-10 22:00:00+00:00,45,45
2021-01-10 22:30:00+00:00,46,2.3
2021-01-10 23:00:00+00:00,47,6.25
2021-01-10 23:30:00+00:00,48,10
2021-01-11 00:00:00+00:00,1,73.95
2021-01-11 00:30:00+00:00,2,73.95
2021-01-11 01:00:00+00:00,3,70
2021-01-11 01:30:00+00:00,4,10.05
2021-01-11 02:00:00+00:00,5,10.05
2021-01-11 02:30:00+00:00,6,21.34
2021-01-11 03:00:00+00:00,7,70
2021-01-11 03:30:00+00:00,8,69.94
2021-01-11 04:00:00+00:00,9,70
2021-01-11 04:30:00+00:00,10,70
2021-01-11 05:00:00+00:00,11,69.94
2021-01-11 05:30:00+00:00,12,69.94
2021-01-11 06:00:00+00:00,13,77.5
2021-01-11 06:30:00+00:00,14,76.25
2021-01-11 07:00:00+00:00,15,76.25
2021-01-11 07:30:00+00:00,16,76.25
2021-01-11 08:00:00+00:00,17,76.25
2021-01-11 08:30:00+00:00,18,87.69
2021-01-11 09:00:00+00:00,19,84.95
2021-01-11 09:30:00+00:00,20,84.95
2021-01-11 10:00:00+00:00,21,84.95
2021-01-11 10:30:00+00:00,22,84.95
2021-01-11 11:00:00+00:00,23,90
2021-01-11 11:30:00+00:00,24,88
2021-01-11 12:00:00+00:00,25,87
2021-01-11 12:30:00+00:00,26,88
2021-01-11 13:00:00+00:00,27,46.6
2021-01-11 13:30:00+00:00,28,46.61
2021-01-11 14:00:00+00:00,29,46.61
2021-01-11 14:30:00+00:00,30,46.72
2021-01-11 15:00:00+00:00,31,89.92923
2021-01-11 15:30:00+00:00,32,90
2021-01-11 16:00:00+00:00,33,46.8
2021-01-11 16:30:00+00:00,34,47.12
2021-01-11 17:00:00+00:00,35,47.12
2021-01-11 17:30:00+00:00,36,45
2021-01-11 18:00:00+00:00,37,45
2021-01-11 18:30:00+00:00,38,6.25
2021-01-11 19:00:00+00:00,39,46.88
2021-01-11 19:30:00+00:00,40,6.25
2021-01-11 20:00:00+00:00,41,6.25
2021-01-11 20:30:00+00:00,42,0
2021-01-11 21:00:00+00:00,43,73.5
2021-01-11 21:30:00+00:00,44,74
2021-01-11 22:00:00+00:00,45,46.62
2021-01-11 22:30:00+00:00,46,46.62
2021-01-11 23:00:00+00:00,47,46.62
2021-01-11 23:30:00+00:00,48,73.39
2021-01-12 00:00:00+00:00,1,73
2021-01-12 00:30:00+00:00,2,73
2021-01-12 01:00:00+00:00,3,73
2021-01-12 01:30:00+00:00,4,55
2021-01-12 02:00:00+00:00,5,50
2021-01-12 02:30:00+00:00,6,50
2021-01-12 03:00:00+00:00,7,42.08
2021-01-12 03:30:00+00:00,8,12
2021-01-12 04:00:00+00:00,9,12
2021-01-12 04:30:00+00:00,10,45.56
2021-01-12 05:00:00+00:00,11,12
2021-01-12 05:30:00+00:00,12,10.05
2021-01-12 06:00:00+00:00,13,72.5
2021-01-12 06:30:00+00:00,14,10.1
2021-01-12 07:00:00+00:00,15,6.25
2021-01-12 07:30:00+00:00,16,0
2021-01-12 08:00:00+00:00,17,6.25
2021-01-12 08:30:00+00:00,18,118
2021-01-12 09:00:00+00:00,19,93.78
2021-01-12 09:30:00+00:00,20,101.5
2021-01-12 10:00:00+00:00,21,47.5
2021-01-12 10:30:00+00:00,22,115
2021-01-12 11:00:00+00:00,23,47.6
2021-01-12 11:30:00+00:00,24,47.6
2021-01-12 12:00:00+00:00,25,50
2021-01-12 12:30:00+00:00,26,47.65
2021-01-12 13:00:00+00:00,27,47.67657
2021-01-12 13:30:00+00:00,28,47.65
2021-01-12 14:00:00+00:00,29,135
2021-01-12 14:30:00+00:00,30,47.7
2021-01-12 15:00:00+00:00,31,47.65
2021-01-12 15:30:00+00:00,32,47.7
2021-01-12 16:00:00+00:00,33,48
2021-01-12 16:30:00+00:00,34,48
2021-01-12 17:00:00+00:00,35,980
2021-01-12 17:30:00+00:00,36,995
2021-01-12 18:00:00+00:00,37,50
2021-01-12 18:30:00+00:00,38,48.01
2021-01-12 19:00:00+00:00,39,50.25
2021-01-12 19:30:00+00:00,40,47.8
2021-01-12 20:00:00+00:00,41,48.1
2021-01-12 20:30:00+00:00,42,47.85
2021-01-12 21:00:00+00:00,43,48.16
2021-01-12 21:30:00+00:00,44,48.16
2021-01-12 22:00:00+00:00,45,6.25
2021-01-12 22:30:00+00:00,46,48.26
2021-01-12 23:00:00+00:00,47,96
2021-01-12 23:30:00+00:00,48,95
2021-01-13 00:00:00+00:00,1,91
2021-01-13 00:30:00+00:00,2,91
2021-01-13 01:00:00+00:00,3,91
2021-01-13 01:30:00+00:00,4,89.99
2021-01-13 02:00:00+00:00,5,87.5
2021-01-13 02:30:00+00:00,6,48.4
2021-01-13 03:00:00+00:00,7,89
2021-01-13 03:30:00+00:00,8,88.75
2021-01-13 04:00:00+00:00,9,48.4
2021-01-13 04:30:00+00:00,10,89
2021-01-13 05:00:00+00:00,11,91
2021-01-13 05:30:00+00:00,12,48.4
2021-01-13 06:00:00+00:00,13,95
2021-01-13 06:30:00+00:00,14,48.4
2021-01-13 07:00:00+00:00,15,0
2021-01-13 07:30:00+00:00,16,0
2021-01-13 08:00:00+00:00,17,46.62
2021-01-13 08:30:00+00:00,18,135
2021-01-13 09:00:00+00:00,19,46.62
2021-01-13 09:30:00+00:00,20,50.95877
2021-01-13 10:00:00+00:00,21,51
2021-01-13 10:30:00+00:00,22,51.5
2021-01-13 11:00:00+00:00,23,51.05
2021-01-13 11:30:00+00:00,24,51.5
2021-01-13 12:00:00+00:00,25,250
2021-01-13 12:30:00+00:00,26,330
2021-01-13 13:00:00+00:00,27,990
2021-01-13 13:30:00+00:00,28,51.75
2021-01-13 14:00:00+00:00,29,330
2021-01-13 14:30:00+00:00,30,51.75
2021-01-13 15:00:00+00:00,31,51.5
2021-01-13 15:30:00+00:00,32,51
2021-01-13 16:00:00+00:00,33,51.5
2021-01-13 16:30:00+00:00,34,60
2021-01-13 17:00:00+00:00,35,60
2021-01-13 17:30:00+00:00,36,60
2021-01-13 18:00:00+00:00,37,56
2021-01-13 18:30:00+00:00,38,60
2021-01-13 19:00:00+00:00,39,51.8
2021-01-13 19:30:00+00:00,40,51.8
2021-01-13 20:00:00+00:00,41,51.9
2021-01-13 20:30:00+00:00,42,50.5
2021-01-13 21:00:00+00:00,43,88.9
2021-01-13 21:30:00+00:00,44,52
2021-01-13 22:00:00+00:00,45,85
2021-01-13 22:30:00+00:00,46,85
2021-01-13 23:00:00+00:00,47,10.05
2021-01-13 23:30:00+00:00,48,84
2021-01-14 00:00:00+00:00,1,84
2021-01-14 00:30:00+00:00,2,84
2021-01-14 01:00:00+00:00,3,50
2021-01-14 01:30:00+00:00,4,45.28
